event_id,event_date,latitude,longitude,admin_division_name,rainfall24h,gpm_lat,gpm_lon,target,sample_type,elevation,slope,srtm_tile
NEG_20100731_0081,2010-07-31,28.65000000000001,93.6500015258789,NER_BACKGROUND,1.869999885559082,28.65000000000001,93.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3863.0,28.101772837293225,N28E093
5107,2013-07-15 00:00:00,25.6269,94.1139,Nāgāland,3.014999866485596,25.65000000000001,94.1500015258789,1,RECORDED_LANDSLIDE,1571.0,13.286694596501158,N25E094
9168,2016-06-12 00:00:00,27.6438,93.871,Arunachal Pradesh,99.6999969482422,27.65000000000001,93.8499984741211,1,RECORDED_LANDSLIDE,1716.0,22.834392972989956,N27E093
NEG_20140626_0230,2014-06-26,23.85000000000001,92.1500015258789,NER_BACKGROUND,18.48500061035156,23.85000000000001,92.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,397.0,15.892245307381415,N23E092
NEG_20150819_0302,2015-08-19,21.15000000000001,90.9499969482422,NER_BACKGROUND,9.304999351501465,21.15000000000001,90.9499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,0.0,0.0,N21E090
NEG_20120625_0172,2012-06-25,27.85000000000001,97.1500015258789,NER_BACKGROUND,38.71500015258789,27.85000000000001,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,2339.0,39.888047393075695,N27E097
NEG_20140923_0248,2014-09-23,24.450000000000006,96.75,NER_BACKGROUND,12.729999542236328,24.450000000000006,96.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,164.0,4.463660961399102,N24E096
NEG_20130512_0187,2013-05-12,26.950000000000006,97.1500015258789,NER_BACKGROUND,4.569999694824219,26.950000000000006,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1289.0,38.54021763418603,N26E097
NEG_20130717_0198,2013-07-17,22.65000000000001,93.4499969482422,NER_BACKGROUND,0.9749999642372132,22.65000000000001,93.4499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1763.0,20.910834216618408,N22E093
NEG_20130608_0191,2013-06-08,21.35000000000001,97.3499984741211,NER_BACKGROUND,2.679999828338623,21.35000000000001,97.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,817.0,8.786436314080763,N21E097
NEG_20140628_0234,2014-06-28,27.35000000000001,92.3499984741211,NER_BACKGROUND,2.9049997329711914,27.35000000000001,92.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1834.0,31.180641689974212,N27E092
NEG_20120603_0163,2012-06-03,27.85000000000001,91.25,NER_BACKGROUND,8.834999084472656,27.85000000000001,91.25,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4759.0,20.027591722189825,N27E091
5441,2013-09-02 00:00:00,28.611,94.9829,Arunāchal Pradesh,64.85000610351562,28.65000000000001,94.9499969482422,1,RECORDED_LANDSLIDE,1668.0,32.48339327835614,N28E094
4377,2012-06-02 00:00:00,26.1475,91.7356,Assam,2.289999961853028,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,54.0,0.0,N26E091
215,2007-08-28 00:00:00,25.7428,93.9136,Nāgāland,7.019999504089356,25.750000000000004,93.9499969482422,1,RECORDED_LANDSLIDE,466.0,20.935780187981493,N25E093
1986,2010-06-15 00:00:00,26.3335,94.5512,Nāgāland,30.499998092651367,26.35000000000001,94.5500030517578,1,RECORDED_LANDSLIDE,1378.0,7.704690069377325,N26E094
NEG_20070716_0002,2007-07-16,28.35000000000001,94.3499984741211,NER_BACKGROUND,8.585000991821289,28.35000000000001,94.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3788.0,28.186532040103003,N28E094
6107,2014-06-26 00:00:00,26.1844,91.7896,Assam,42.61000061035156,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,63.0,4.818259994255743,N26E091
NEG_20070911_0019,2007-09-11,29.85000000000001,89.1500015258789,NER_BACKGROUND,2.5299999713897705,29.85000000000001,89.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4768.0,29.099605604576176,N29E089
6969,2015-06-16 00:00:00,25.5114,90.215,Meghalaya,30.834999084472656,25.55,90.25,1,RECORDED_LANDSLIDE,307.0,8.213794389737659,N25E090
2539,2010-10-03 00:00:00,28.3092,95.4149,Arunāchal Pradesh,0.1949999928474426,28.35000000000001,95.4499969482422,1,RECORDED_LANDSLIDE,1847.0,50.98081968480692,N28E095
NEG_20130804_0208,2013-08-04,30.35000000000001,97.75,NER_BACKGROUND,0.0,30.35000000000001,97.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3867.0,41.67283207837748,N30E097
714,2008-08-14 00:00:00,27.163,94.0,Assam,21.26500129699707,27.15000000000001,93.9499969482422,1,RECORDED_LANDSLIDE,94.0,2.0816688582685057,N27E094
NEG_20160719_0339,2016-07-19,30.15000000000001,96.4499969482422,NER_BACKGROUND,1.7649998664855957,30.15000000000001,96.4499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4012.0,33.88049754659425,N30E096
5273,2013-08-04 00:00:00,26.1807,94.5497,Nāgāland,45.6400032043457,26.15000000000001,94.5500030517578,1,RECORDED_LANDSLIDE,1657.0,31.57941543136354,N26E094
NEG_20160805_0348,2016-08-05,29.05,93.3499984741211,NER_BACKGROUND,2.445000171661377,29.05,93.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3047.0,10.90590954366036,N29E093
NEG_20130804_0201,2013-08-04,26.65000000000001,93.0500030517578,NER_BACKGROUND,0.0,26.65000000000001,93.0500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,59.0,0.0,N26E093
3837,2011-07-24 00:00:00,26.5836,93.0038,Assam,7.304999828338623,26.55,93.0500030517578,1,RECORDED_LANDSLIDE,72.0,1.8522542739113341,N26E093
NEG_20100815_0087,2010-08-15,23.65000000000001,89.94999694824219,NER_BACKGROUND,2.8500001430511475,23.65000000000001,89.94999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1.0,0.0,N23E089
1776,2010-04-21 00:00:00,25.3612,92.2845,Meghālaya,47.614994049072266,25.35000000000001,92.25,1,RECORDED_LANDSLIDE,1227.0,3.586080799213583,N25E092
NEG_20120614_0168,2012-06-14,22.250000000000004,88.55000305175781,NER_BACKGROUND,0.0949999988079071,22.250000000000004,88.55000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,6.0,3.421223574909417,N22E088
NEG_20130712_0195,2013-07-12,27.250000000000004,97.1500015258789,NER_BACKGROUND,8.409998893737793,27.250000000000004,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1311.0,40.05203725651913,N27E097
5300,2013-08-09 00:00:00,25.318,94.0441,Nāgāland,6.549999237060547,25.35000000000001,94.0500030517578,1,RECORDED_LANDSLIDE,998.0,6.125906246428548,N25E094
2140,2010-07-25 00:00:00,25.0477,92.801,Assam,15.38499927520752,25.05,92.8499984741211,1,RECORDED_LANDSLIDE,179.0,26.744232985272472,N25E092
130,2007-07-19 00:00:00,26.1699,91.7986,Assam,23.09999656677246,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,147.0,1.386771132207247,N26E091
6143,2014-07-14 00:00:00,23.7327,92.7463,Mizoram,10.794999122619627,23.750000000000004,92.75,1,RECORDED_LANDSLIDE,846.0,23.47891185858705,N23E092
NEG_20070719_0003,2007-07-19,27.250000000000004,91.5500030517578,NER_BACKGROUND,30.605003356933597,27.250000000000004,91.5500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,2656.0,26.634578703217702,N27E091
NEG_20140626_0232,2014-06-26,22.35000000000001,89.8499984741211,NER_BACKGROUND,8.795000076293945,22.35000000000001,89.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,6.0,3.002346974857879,N22E089
NEG_20160728_0347,2016-07-28,25.05,96.9499969482422,NER_BACKGROUND,0.0049999998882412,25.05,96.9499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,167.0,3.579382463609759,N25E096
8222,2016-06-22 00:00:00,26.1961,91.7825,Assam,8.734999656677246,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,124.0,12.523591942861295,N26E091
3881,2011-08-05 00:00:00,27.1034,93.6885,Arunāchal Pradesh,51.76000213623047,27.15000000000001,93.6500015258789,1,RECORDED_LANDSLIDE,146.0,2.2771438387407703,N27E093
2573,2010-10-09 00:00:00,25.1796,93.0083,Assam,0.1449999958276748,25.15000000000001,93.0500030517578,1,RECORDED_LANDSLIDE,693.0,6.536941433448177,N25E093
7589,2015-08-19 00:00:00,25.2568,92.3825,Meghalaya,219.6800079345703,25.250000000000004,92.3499984741211,1,RECORDED_LANDSLIDE,802.0,8.522642338386635,N25E092
5427,2013-08-15 00:00:00,25.3833,94.1884,Nāgāland,6.824999809265137,25.35000000000001,94.1500015258789,1,RECORDED_LANDSLIDE,1684.0,28.085541778829267,N25E094
NEG_20150811_0293,2015-08-11,23.65000000000001,92.0500030517578,NER_BACKGROUND,16.274999618530273,23.65000000000001,92.0500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,301.0,39.74092269530116,N23E092
2405,2010-09-09 00:00:00,28.3036,95.4112,Arunāchal Pradesh,27.92499732971192,28.35000000000001,95.4499969482422,1,RECORDED_LANDSLIDE,1819.0,39.11774685252796,N28E095
NEG_20150801_0278,2015-08-01,24.55,95.4499969482422,NER_BACKGROUND,4.864999771118164,24.55,95.4499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,572.0,18.19694661903899,N24E095
7389,2015-08-01 00:00:00,24.4072,94.0644,Manipur,8.145000457763672,24.450000000000006,94.0500030517578,1,RECORDED_LANDSLIDE,1173.0,30.250220321793236,N24E094
2281,2010-08-19 00:00:00,25.61560252,94.11603493,Nāgāland,16.639999389648438,25.65000000000001,94.1500015258789,1,RECORDED_LANDSLIDE,1614.0,29.53602090910925,N25E094
3738,2011-07-06 00:00:00,24.8063,93.9482,Manipur,3.904999732971192,24.85000000000001,93.9499969482422,1,RECORDED_LANDSLIDE,784.0,1.3781307546716215,N24E093
NEG_20110716_0140,2011-07-16,22.55,95.0500030517578,NER_BACKGROUND,7.739998817443848,22.55,95.0500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,140.0,3.1456466606294704,N22E095
1934,2010-06-03 00:00:00,24.6005,92.3814,Assam,36.665000915527344,24.65000000000001,92.3499984741211,1,RECORDED_LANDSLIDE,89.0,17.429220646877386,N24E092
3983,2011-09-23 00:00:00,26.1548,91.7351,Assam,20.71500015258789,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,57.0,1.8522542739113341,N26E091
692,2008-08-07 00:00:00,25.705,94.04,Nāgāland,8.919999122619629,25.750000000000004,94.0500030517578,1,RECORDED_LANDSLIDE,1040.0,16.860785495741176,N25E094
2045,2010-07-06 00:00:00,26.2363,94.8133,Nāgāland,3.989999771118164,26.250000000000004,94.8499984741211,1,RECORDED_LANDSLIDE,1563.0,14.352001947229548,N26E094
4552,2012-09-14 00:00:00,27.0377,88.3603,Sikkim,13.885000228881836,27.05,88.3499984741211,1,RECORDED_LANDSLIDE,1484.0,21.17647711915332,N27E088
NEG_20130907_0222,2013-09-07,25.950000000000006,90.05000305175781,NER_BACKGROUND,0.4699999690055847,25.950000000000006,90.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,34.0,1.3853320397381608,N25E090
1129,2009-08-30 00:00:00,24.8628,94.4182,Manipur,2.509999990463257,24.85000000000001,94.4499969482422,1,RECORDED_LANDSLIDE,915.0,36.03357894696324,N24E094
9251,2016-07-28 00:00:00,25.8702,94.7844,Nagaland,17.84999656677246,25.85000000000001,94.75,1,RECORDED_LANDSLIDE,1148.0,7.675353195263384,N25E094
2044,2010-07-06 00:00:00,25.8877,94.7861,Nāgāland,2.9749999046325684,25.85000000000001,94.75,1,RECORDED_LANDSLIDE,1171.0,7.440685346262844,N25E094
7372,2015-07-31 00:00:00,25.0634,94.3415,Manipur,56.275001525878906,25.05,94.3499984741211,1,RECORDED_LANDSLIDE,1767.0,27.550445354076178,N25E094
7664,2015-08-11 00:00:00,24.7459,93.4251,Manipur,1.2599999904632568,24.750000000000004,93.4499969482422,1,RECORDED_LANDSLIDE,767.0,5.048548813150623,N24E093
5312,2013-08-11 00:00:00,26.7103,94.693,Assam,98.27001953125,26.750000000000004,94.6500015258789,1,RECORDED_LANDSLIDE,690.0,12.53647418327811,N26E094
NEG_20100607_0062,2010-06-07,24.15000000000001,90.05000305175781,NER_BACKGROUND,12.505001068115234,24.15000000000001,90.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,11.0,1.8522542739113341,N24E090
9405,2016-04-19 00:00:00,26.7223,95.0243,Nagaland,23.02499771118164,26.750000000000004,95.0500030517578,1,RECORDED_LANDSLIDE,700.0,15.584319140976893,N26E095
NEG_20110725_0147,2011-07-25,21.85000000000001,90.8499984741211,NER_BACKGROUND,1.7099997997283936,21.85000000000001,90.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,0.0,0.0,N21E090
5336,2013-08-16 00:00:00,26.3897,94.9439,Nāgāland,46.869998931884766,26.35000000000001,94.9499969482422,1,RECORDED_LANDSLIDE,525.0,5.15715117338214,N26E094
7031,2015-05-24 00:00:00,27.6163,88.6586,Sikkim,0.8200000524520874,27.65000000000001,88.6500015258789,1,RECORDED_LANDSLIDE,1845.0,31.364113895216203,N27E088
NEG_20100827_0095,2010-08-27,22.05,95.0500030517578,NER_BACKGROUND,0.6049999594688416,22.05,95.0500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,125.0,3.700645055238003,N22E095
1994,2010-06-16 00:00:00,25.0633,92.8025,Assam,28.32000160217285,25.05,92.8499984741211,1,RECORDED_LANDSLIDE,99.0,20.03237253917104,N25E092
NEG_20090917_0046,2009-09-17,21.450000000000006,89.3499984741211,NER_BACKGROUND,0.0,21.450000000000006,89.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,0.0,0.0,N21E089
1613,2010-04-02 00:00:00,27.8997,93.3497,Arunāchal Pradesh,3.2199997901916504,27.85000000000001,93.3499984741211,1,RECORDED_LANDSLIDE,869.0,6.540767028653907,N27E093
NEG_20160701_0331,2016-07-01,21.250000000000004,91.4499969482422,NER_BACKGROUND,28.68499755859375,21.250000000000004,91.4499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,0.0,0.0,N21E091
3672,2011-06-29 00:00:00,25.5125,93.3613,Assam,6.985000133514404,25.55,93.3499984741211,1,RECORDED_LANDSLIDE,318.0,8.604664913794034,N25E093
1109,2009-08-20 00:00:00,25.5215,93.1645,Assam,14.96999740600586,25.55,93.1500015258789,1,RECORDED_LANDSLIDE,282.0,3.2128253404789087,N25E093
NEG_20100719_0074,2010-07-19,24.65000000000001,94.25,NER_BACKGROUND,9.715001106262209,24.65000000000001,94.25,0,BACKGROUND_NO_RECORDED_LANDSLIDE,919.0,25.374405043341945,N24E094
5250,2013-08-01 00:00:00,27.8837,93.0515,Arunachal Pradesh,17.52500343322754,27.85000000000001,93.0500030517578,1,RECORDED_LANDSLIDE,1586.0,44.95634585071402,N27E093
148,2007-07-30 00:00:00,22.479,92.967,Mizoram,3.5199999809265137,22.450000000000006,92.9499969482422,1,RECORDED_LANDSLIDE,447.0,19.352435158845225,N22E092
2421,2010-09-13 00:00:00,23.75406693,92.74128531,Mizoram,37.53999328613281,23.750000000000004,92.75,1,RECORDED_LANDSLIDE,969.0,22.717560039379226,N23E092
8901,2016-07-10 00:00:00,25.7902,94.1318,Nagaland,1.5299999713897705,25.750000000000004,94.1500015258789,1,RECORDED_LANDSLIDE,1288.0,12.456195843516292,N25E094
6015,2014-05-08 00:00:00,27.9032,96.174,Arunachal Pradesh,63.01500701904297,27.950000000000006,96.1500015258789,1,RECORDED_LANDSLIDE,209.0,0.926369172997235,N27E096
7706,2015-08-19 00:00:00,25.0728,92.3636,Meghalaya,193.300048828125,25.05,92.3499984741211,1,RECORDED_LANDSLIDE,133.0,10.024134913751013,N25E092
NEG_20110923_0156,2011-09-23,25.35000000000001,90.3499984741211,NER_BACKGROUND,26.63999557495117,25.35000000000001,90.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,103.0,7.649791941855328,N25E090
NEG_20140626_0231,2014-06-26,26.15000000000001,90.3499984741211,NER_BACKGROUND,16.360002517700195,26.15000000000001,90.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,35.0,2.9621510496457546,N26E090
NEG_20080807_0031,2008-08-07,29.15000000000001,94.0500030517578,NER_BACKGROUND,0.574999988079071,29.15000000000001,94.0500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4258.0,24.90904213409894,N29E094
NEG_20130809_0209,2013-08-09,28.450000000000006,92.6500015258789,NER_BACKGROUND,0.3049999475479126,28.450000000000006,92.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4865.0,31.59543905757001,N28E092
NEG_20110531_0128,2011-05-31,28.35000000000001,92.75,NER_BACKGROUND,2.46500015258789,28.35000000000001,92.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3782.0,37.04693292113397,N28E092
NEG_20150722_0267,2015-07-22,30.450000000000006,90.5500030517578,NER_BACKGROUND,0.0,30.450000000000006,90.5500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,5300.0,32.60875662857744,N30E090
1108,2009-08-20 00:00:00,24.9925,93.5,Assam,2.5400002002716064,24.950000000000006,93.4499969482422,1,RECORDED_LANDSLIDE,1223.0,11.982789615605453,N24E093
2437,2010-09-16 00:00:00,23.7527,92.694,Mizoram,44.2349967956543,23.750000000000004,92.6500015258789,1,RECORDED_LANDSLIDE,795.0,30.34177918841917,N23E092
6222,2014-10-01 00:00:00,27.1249,93.7706,Arunachal Pradesh,0.0,27.15000000000001,93.75,1,RECORDED_LANDSLIDE,158.0,30.203926293037487,N27E093
1857,2010-05-11 00:00:00,25.3433,92.2897,Meghālaya,27.58500289916992,25.35000000000001,92.25,1,RECORDED_LANDSLIDE,1205.0,1.0249975202040136,N25E092
7933,2015-09-01 00:00:00,26.1868,91.6739,Assam,19.59000015258789,26.15000000000001,91.6500015258789,1,RECORDED_LANDSLIDE,51.0,2.9622641720368694,N26E091
