event_id,event_date,latitude,longitude,admin_division_name,rainfall24h,gpm_lat,gpm_lon,target,sample_type
NEG_20120625_0172,2012-06-25,27.850000000000012,97.1500015258789,NER_BACKGROUND,38.71500015258789,27.850000000000012,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20140923_0248,2014-09-23,24.450000000000006,96.75,NER_BACKGROUND,12.729999542236328,24.450000000000006,96.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20130512_0187,2013-05-12,26.950000000000006,97.1500015258789,NER_BACKGROUND,4.569999694824219,26.950000000000006,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20130717_0198,2013-07-17,22.65000000000001,93.44999694824219,NER_BACKGROUND,0.9749999642372131,22.65000000000001,93.44999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20130608_0191,2013-06-08,21.350000000000012,97.3499984741211,NER_BACKGROUND,2.679999828338623,21.350000000000012,97.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20140628_0234,2014-06-28,27.350000000000012,92.3499984741211,NER_BACKGROUND,2.9049997329711914,27.350000000000012,92.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20120603_0163,2012-06-03,27.850000000000012,91.25,NER_BACKGROUND,8.834999084472656,27.850000000000012,91.25,0,BACKGROUND_NO_RECORDED_LANDSLIDE
5441,2013-09-02 00:00:00,28.611,94.9829,Arunāchal Pradesh,64.85000610351562,28.65000000000001,94.9499969482422,1,RECORDED_LANDSLIDE
4377,2012-06-02 00:00:00,26.1475,91.7356,Assam,2.289999961853028,26.15000000000001,91.75,1,RECORDED_LANDSLIDE
215,2007-08-28 00:00:00,25.7428,93.9136,Nāgāland,7.019999504089356,25.750000000000004,93.9499969482422,1,RECORDED_LANDSLIDE
1986,2010-06-15 00:00:00,26.3335,94.5512,Nāgāland,30.499998092651367,26.35000000000001,94.5500030517578,1,RECORDED_LANDSLIDE
NEG_20070716_0002,2007-07-16,28.350000000000012,94.3499984741211,NER_BACKGROUND,8.585000991821289,28.350000000000012,94.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
6107,2014-06-26 00:00:00,26.1844,91.7896,Assam,42.61000061035156,26.15000000000001,91.75,1,RECORDED_LANDSLIDE
NEG_20070911_0019,2007-09-11,29.850000000000012,89.1500015258789,NER_BACKGROUND,2.5299999713897705,29.850000000000012,89.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE
6969,2015-06-16 00:00:00,25.5114,90.215,Meghalaya,30.834999084472656,25.55,90.25,1,RECORDED_LANDSLIDE
2539,2010-10-03 00:00:00,28.3092,95.4149,Arunāchal Pradesh,0.1949999928474426,28.35000000000001,95.4499969482422,1,RECORDED_LANDSLIDE
NEG_20130804_0208,2013-08-04,30.350000000000012,97.75,NER_BACKGROUND,0.0,30.350000000000012,97.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE
714,2008-08-14 00:00:00,27.163,94.0,Assam,21.26500129699707,27.15000000000001,93.9499969482422,1,RECORDED_LANDSLIDE
NEG_20160719_0339,2016-07-19,30.15000000000001,96.44999694824219,NER_BACKGROUND,1.7649998664855957,30.15000000000001,96.44999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
5273,2013-08-04 00:00:00,26.1807,94.5497,Nāgāland,45.6400032043457,26.15000000000001,94.5500030517578,1,RECORDED_LANDSLIDE
NEG_20160805_0348,2016-08-05,29.05,93.3499984741211,NER_BACKGROUND,2.445000171661377,29.05,93.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20130804_0201,2013-08-04,26.65000000000001,93.05000305175781,NER_BACKGROUND,0.0,26.65000000000001,93.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
3837,2011-07-24 00:00:00,26.5836,93.0038,Assam,7.304999828338623,26.55,93.0500030517578,1,RECORDED_LANDSLIDE
NEG_20100815_0087,2010-08-15,23.65000000000001,89.94999694824219,NER_BACKGROUND,2.8500001430511475,23.65000000000001,89.94999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
1776,2010-04-21 00:00:00,25.3612,92.2845,Meghālaya,47.614994049072266,25.35000000000001,92.25,1,RECORDED_LANDSLIDE
NEG_20120614_0168,2012-06-14,22.250000000000004,88.55000305175781,NER_BACKGROUND,0.0949999988079071,22.250000000000004,88.55000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20130712_0195,2013-07-12,27.250000000000004,97.1500015258789,NER_BACKGROUND,8.409998893737793,27.250000000000004,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE
5300,2013-08-09 00:00:00,25.318,94.0441,Nāgāland,6.549999237060547,25.35000000000001,94.0500030517578,1,RECORDED_LANDSLIDE
2140,2010-07-25 00:00:00,25.0477,92.801,Assam,15.38499927520752,25.05,92.8499984741211,1,RECORDED_LANDSLIDE
130,2007-07-19 00:00:00,26.1699,91.7986,Assam,23.09999656677246,26.15000000000001,91.75,1,RECORDED_LANDSLIDE
6143,2014-07-14 00:00:00,23.7327,92.7463,Mizoram,10.794999122619627,23.750000000000004,92.75,1,RECORDED_LANDSLIDE
NEG_20070719_0003,2007-07-19,27.250000000000004,91.55000305175781,NER_BACKGROUND,30.605003356933594,27.250000000000004,91.55000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20140626_0232,2014-06-26,22.350000000000012,89.8499984741211,NER_BACKGROUND,8.795000076293945,22.350000000000012,89.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20160728_0347,2016-07-28,25.05,96.94999694824219,NER_BACKGROUND,0.004999999888241291,25.05,96.94999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
8222,2016-06-22 00:00:00,26.1961,91.7825,Assam,8.734999656677246,26.15000000000001,91.75,1,RECORDED_LANDSLIDE
3881,2011-08-05 00:00:00,27.1034,93.6885,Arunāchal Pradesh,51.76000213623047,27.15000000000001,93.6500015258789,1,RECORDED_LANDSLIDE
2573,2010-10-09 00:00:00,25.1796,93.0083,Assam,0.1449999958276748,25.15000000000001,93.0500030517578,1,RECORDED_LANDSLIDE
7589,2015-08-19 00:00:00,25.2568,92.3825,Meghalaya,219.6800079345703,25.250000000000004,92.3499984741211,1,RECORDED_LANDSLIDE
5427,2013-08-15 00:00:00,25.3833,94.1884,Nāgāland,6.824999809265137,25.35000000000001,94.1500015258789,1,RECORDED_LANDSLIDE
NEG_20150811_0293,2015-08-11,23.65000000000001,92.05000305175781,NER_BACKGROUND,16.274999618530273,23.65000000000001,92.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
2405,2010-09-09 00:00:00,28.3036,95.4112,Arunāchal Pradesh,27.924997329711918,28.35000000000001,95.4499969482422,1,RECORDED_LANDSLIDE
NEG_20150801_0278,2015-08-01,24.55,95.44999694824219,NER_BACKGROUND,4.864999771118164,24.55,95.44999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
7389,2015-08-01 00:00:00,24.4072,94.0644,Manipur,8.145000457763672,24.450000000000006,94.0500030517578,1,RECORDED_LANDSLIDE
2281,2010-08-19 00:00:00,25.61560252,94.11603493,Nāgāland,16.639999389648438,25.65000000000001,94.1500015258789,1,RECORDED_LANDSLIDE
3738,2011-07-06 00:00:00,24.8063,93.9482,Manipur,3.904999732971192,24.85000000000001,93.9499969482422,1,RECORDED_LANDSLIDE
NEG_20110716_0140,2011-07-16,22.55,95.05000305175781,NER_BACKGROUND,7.739998817443848,22.55,95.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
1934,2010-06-03 00:00:00,24.6005,92.3814,Assam,36.665000915527344,24.65000000000001,92.3499984741211,1,RECORDED_LANDSLIDE
3983,2011-09-23 00:00:00,26.1548,91.7351,Assam,20.71500015258789,26.15000000000001,91.75,1,RECORDED_LANDSLIDE
692,2008-08-07 00:00:00,25.705,94.04,Nāgāland,8.919999122619629,25.750000000000004,94.0500030517578,1,RECORDED_LANDSLIDE
2045,2010-07-06 00:00:00,26.2363,94.8133,Nāgāland,3.989999771118164,26.250000000000004,94.8499984741211,1,RECORDED_LANDSLIDE
4552,2012-09-14 00:00:00,27.0377,88.3603,Sikkim,13.885000228881836,27.05,88.3499984741211,1,RECORDED_LANDSLIDE
NEG_20130907_0222,2013-09-07,25.950000000000006,90.05000305175781,NER_BACKGROUND,0.4699999690055847,25.950000000000006,90.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
1129,2009-08-30 00:00:00,24.8628,94.4182,Manipur,2.509999990463257,24.85000000000001,94.4499969482422,1,RECORDED_LANDSLIDE
9251,2016-07-28 00:00:00,25.8702,94.7844,Nagaland,17.84999656677246,25.85000000000001,94.75,1,RECORDED_LANDSLIDE
2044,2010-07-06 00:00:00,25.8877,94.7861,Nāgāland,2.9749999046325684,25.85000000000001,94.75,1,RECORDED_LANDSLIDE
7372,2015-07-31 00:00:00,25.0634,94.3415,Manipur,56.275001525878906,25.05,94.3499984741211,1,RECORDED_LANDSLIDE
7664,2015-08-11 00:00:00,24.7459,93.4251,Manipur,1.2599999904632568,24.750000000000004,93.4499969482422,1,RECORDED_LANDSLIDE
5312,2013-08-11 00:00:00,26.7103,94.693,Assam,98.27001953125,26.750000000000004,94.6500015258789,1,RECORDED_LANDSLIDE
NEG_20100607_0062,2010-06-07,24.15000000000001,90.05000305175781,NER_BACKGROUND,12.505001068115234,24.15000000000001,90.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
9405,2016-04-19 00:00:00,26.7223,95.0243,Nagaland,23.02499771118164,26.750000000000004,95.0500030517578,1,RECORDED_LANDSLIDE
NEG_20110725_0147,2011-07-25,21.850000000000012,90.8499984741211,NER_BACKGROUND,1.7099997997283936,21.850000000000012,90.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
5336,2013-08-16 00:00:00,26.3897,94.9439,Nāgāland,46.869998931884766,26.35000000000001,94.9499969482422,1,RECORDED_LANDSLIDE
7031,2015-05-24 00:00:00,27.6163,88.6586,Sikkim,0.8200000524520874,27.65000000000001,88.6500015258789,1,RECORDED_LANDSLIDE
NEG_20100827_0095,2010-08-27,22.05,95.05000305175781,NER_BACKGROUND,0.6049999594688416,22.05,95.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
1994,2010-06-16 00:00:00,25.0633,92.8025,Assam,28.32000160217285,25.05,92.8499984741211,1,RECORDED_LANDSLIDE
NEG_20090917_0046,2009-09-17,21.450000000000006,89.3499984741211,NER_BACKGROUND,0.0,21.450000000000006,89.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
1613,2010-04-02 00:00:00,27.8997,93.3497,Arunāchal Pradesh,3.2199997901916504,27.85000000000001,93.3499984741211,1,RECORDED_LANDSLIDE
NEG_20160701_0331,2016-07-01,21.250000000000004,91.44999694824219,NER_BACKGROUND,28.68499755859375,21.250000000000004,91.44999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
3672,2011-06-29 00:00:00,25.5125,93.3613,Assam,6.985000133514404,25.55,93.3499984741211,1,RECORDED_LANDSLIDE
1109,2009-08-20 00:00:00,25.5215,93.1645,Assam,14.96999740600586,25.55,93.1500015258789,1,RECORDED_LANDSLIDE
NEG_20100719_0074,2010-07-19,24.65000000000001,94.25,NER_BACKGROUND,9.715001106262207,24.65000000000001,94.25,0,BACKGROUND_NO_RECORDED_LANDSLIDE
5250,2013-08-01 00:00:00,27.8837,93.0515,Arunachal Pradesh,17.52500343322754,27.85000000000001,93.0500030517578,1,RECORDED_LANDSLIDE
148,2007-07-30 00:00:00,22.479,92.967,Mizoram,3.5199999809265137,22.450000000000006,92.9499969482422,1,RECORDED_LANDSLIDE
2421,2010-09-13 00:00:00,23.75406693,92.74128531,Mizoram,37.53999328613281,23.750000000000004,92.75,1,RECORDED_LANDSLIDE
8901,2016-07-10 00:00:00,25.7902,94.1318,Nagaland,1.5299999713897705,25.750000000000004,94.1500015258789,1,RECORDED_LANDSLIDE
6015,2014-05-08 00:00:00,27.9032,96.174,Arunachal Pradesh,63.01500701904297,27.950000000000006,96.1500015258789,1,RECORDED_LANDSLIDE
7706,2015-08-19 00:00:00,25.0728,92.3636,Meghalaya,193.300048828125,25.05,92.3499984741211,1,RECORDED_LANDSLIDE
NEG_20110923_0156,2011-09-23,25.350000000000012,90.3499984741211,NER_BACKGROUND,26.639995574951172,25.350000000000012,90.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20140626_0231,2014-06-26,26.15000000000001,90.3499984741211,NER_BACKGROUND,16.360002517700195,26.15000000000001,90.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20080807_0031,2008-08-07,29.15000000000001,94.05000305175781,NER_BACKGROUND,0.574999988079071,29.15000000000001,94.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20130809_0209,2013-08-09,28.450000000000006,92.6500015258789,NER_BACKGROUND,0.3049999475479126,28.450000000000006,92.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20110531_0128,2011-05-31,28.350000000000012,92.75,NER_BACKGROUND,2.4650001525878906,28.350000000000012,92.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20150722_0267,2015-07-22,30.450000000000006,90.55000305175781,NER_BACKGROUND,0.0,30.450000000000006,90.55000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
1108,2009-08-20 00:00:00,24.9925,93.5,Assam,2.5400002002716064,24.950000000000006,93.4499969482422,1,RECORDED_LANDSLIDE
2437,2010-09-16 00:00:00,23.7527,92.694,Mizoram,44.2349967956543,23.750000000000004,92.6500015258789,1,RECORDED_LANDSLIDE
6222,2014-10-01 00:00:00,27.1249,93.7706,Arunachal Pradesh,0.0,27.15000000000001,93.75,1,RECORDED_LANDSLIDE
1857,2010-05-11 00:00:00,25.3433,92.2897,Meghālaya,27.58500289916992,25.35000000000001,92.25,1,RECORDED_LANDSLIDE
7933,2015-09-01 00:00:00,26.1868,91.6739,Assam,19.59000015258789,26.15000000000001,91.6500015258789,1,RECORDED_LANDSLIDE
NEG_20120613_0167,2012-06-13,25.250000000000004,93.1500015258789,NER_BACKGROUND,2.0799999237060547,25.250000000000004,93.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE
322,2007-10-21 00:00:00,24.75,93.4333,Assam,0.0350000001490116,24.750000000000004,93.4499969482422,1,RECORDED_LANDSLIDE
5006,2013-07-01 00:00:00,26.1147,94.3864,Nāgāland,2.775000095367432,26.15000000000001,94.3499984741211,1,RECORDED_LANDSLIDE
4407,2012-06-13 00:00:00,25.0951,92.3567,Assam,27.439998626708984,25.05,92.3499984741211,1,RECORDED_LANDSLIDE
NEG_20130701_0193,2013-07-01,22.750000000000004,94.94999694824219,NER_BACKGROUND,0.14000000059604645,22.750000000000004,94.94999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
7374,2015-08-01 00:00:00,25.1122,94.3591,Manipur,3.014999866485596,25.15000000000001,94.3499984741211,1,RECORDED_LANDSLIDE
NEG_20070828_0011,2007-08-28,28.250000000000004,92.25,NER_BACKGROUND,6.529999732971191,28.250000000000004,92.25,0,BACKGROUND_NO_RECORDED_LANDSLIDE
2566,2010-10-08 00:00:00,25.4769,94.1351,Nāgāland,77.48999786376953,25.450000000000006,94.1500015258789,1,RECORDED_LANDSLIDE
2243,2010-08-13 00:00:00,25.70223725,94.04619681,Nāgāland,5.624999523162842,25.750000000000004,94.0500030517578,1,RECORDED_LANDSLIDE
1756,2010-04-17 00:00:00,27.322,88.6087,Sikkim,9.739999771118164,27.35000000000001,88.6500015258789,1,RECORDED_LANDSLIDE
NEG_20100814_0086,2010-08-14,28.450000000000006,90.75,NER_BACKGROUND,0.3799999952316284,28.450000000000006,90.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20150906_0315,2015-09-06,28.05,91.3499984741211,NER_BACKGROUND,0.4300000071525574,28.05,91.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20100913_0107,2010-09-13,26.450000000000006,90.75,NER_BACKGROUND,0.8899999856948853,26.450000000000006,90.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20110621_0131,2011-06-21,27.850000000000012,90.55000305175781,NER_BACKGROUND,1.7699999809265137,27.850000000000012,90.55000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
6971,2015-06-09 00:00:00,27.0987,93.816,Arunachal Pradesh,19.899999618530277,27.05,93.8499984741211,1,RECORDED_LANDSLIDE
6292,2014-09-23 00:00:00,25.7238,89.9032,Assam,10.984999656677246,25.750000000000004,89.94999694824219,1,RECORDED_LANDSLIDE
NEG_20150801_0285,2015-08-01,24.65000000000001,91.55000305175781,NER_BACKGROUND,27.5049991607666,24.65000000000001,91.55000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
259,2007-09-11 00:00:00,25.52,91.27,Meghālaya,0.4650000035762787,25.55,91.25,1,RECORDED_LANDSLIDE
NEG_20120620_0169,2012-06-20,25.350000000000012,88.75,NER_BACKGROUND,1.1050000190734863,25.350000000000012,88.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE
8995,2016-07-14 00:00:00,26.1963,91.8074,Assam,5.364999771118164,26.15000000000001,91.8499984741211,1,RECORDED_LANDSLIDE
NEG_20161015_0350,2016-10-15,22.05,90.94999694824219,NER_BACKGROUND,0.0,22.05,90.94999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
5575,2013-10-05 00:00:00,25.8266,94.1497,Nāgāland,37.68499755859375,25.85000000000001,94.1500015258789,1,RECORDED_LANDSLIDE
1954,2010-06-07 00:00:00,24.7543,93.5039,Manipur,54.02999496459961,24.750000000000004,93.5500030517578,1,RECORDED_LANDSLIDE
NEG_20110707_0137,2011-07-07,27.65000000000001,90.94999694824219,NER_BACKGROUND,2.490000009536743,27.65000000000001,90.94999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20080814_0032,2008-08-14,28.850000000000012,95.05000305175781,NER_BACKGROUND,9.394998550415039,28.850000000000012,95.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE
594,2008-06-19 00:00:00,24.9336,93.8275,Manipur,3.3499999046325684,24.950000000000006,93.8499984741211,1,RECORDED_LANDSLIDE
5421,2013-08-30 00:00:00,26.4205,94.9731,Nāgāland,0.3700000047683716,26.450000000000006,94.9499969482422,1,RECORDED_LANDSLIDE
NEG_20070908_0013,2007-09-08,28.450000000000006,95.8499984741211,NER_BACKGROUND,26.549999237060547,28.450000000000006,95.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE
NEG_20070918_0021,2007-09-18,24.850000000000012,88.6500015258789,NER_BACKGROUND,14.6899995803833,24.850000000000012,88.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE
8930,2016-07-11 00:00:00,26.1699,94.4922,Nagaland,22.94499969482422,26.15000000000001,94.4499969482422,1,RECORDED_LANDSLIDE
