event_id,event_date,latitude,longitude,admin_division_name,rainfall24h,gpm_lat,gpm_lon
1112,2009-08-20,27.1761,88.5287,Sikkim,25.66500473022461,27.15000000000001,88.55000305175781
1108,2009-08-20,24.9925,93.5,Assam,2.5400002002716064,24.950000000000006,93.44999694824219
1125,2009-08-26,27.3746,88.7648,Sikkim,5.550000190734863,27.350000000000012,88.75
1127,2009-08-27,25.1718,93.123,Assam,3.4649996757507324,25.15000000000001,93.1500015258789
1129,2009-08-30,24.8628,94.4182,Manipur,2.509999990463257,24.850000000000012,94.44999694824219
1168,2009-09-17,27.1954,88.6115,Sikkim,23.149995803833008,27.15000000000001,88.6500015258789
1222,2009-10-05,23.73478778,92.72124394,Mizoram,17.784996032714844,23.750000000000004,92.75
1596,2010-03-27,24.7339,93.9161,Manipur,1.5900001525878906,24.750000000000004,93.94999694824219
1611,2010-04-01,25.1553,93.028,Assam,7.579998970031738,25.15000000000001,93.05000305175781
1613,2010-04-02,27.8997,93.3497,Arunāchal Pradesh,3.2199997901916504,27.850000000000012,93.3499984741211
1755,2010-04-17,27.3341,88.6083,Sikkim,9.739999771118164,27.350000000000012,88.6500015258789
1756,2010-04-17,27.322,88.6087,Sikkim,9.739999771118164,27.350000000000012,88.6500015258789
1771,2010-04-20,26.1978,91.7665,Assam,126.22000122070312,26.15000000000001,91.75
1770,2010-04-20,26.1965,91.763,Assam,126.22000122070312,26.15000000000001,91.75
1775,2010-04-21,27.8965,96.1779,Arunāchal Pradesh,77.68499755859375,27.850000000000012,96.1500015258789
1776,2010-04-21,25.3612,92.2845,Meghālaya,47.614994049072266,25.350000000000012,92.25
1857,2010-05-11,25.3433,92.2897,Meghālaya,27.585002899169922,25.350000000000012,92.25
1930,2010-05-31,28.4298,95.8776,Arunāchal Pradesh,22.274999618530273,28.450000000000006,95.8499984741211
1929,2010-05-31,27.3543,88.6428,Sikkim,1.3949999809265137,27.350000000000012,88.6500015258789
1935,2010-06-03,23.8986,91.7599,Tripura,55.160003662109375,23.850000000000012,91.75
1934,2010-06-03,24.6005,92.3814,Assam,36.665000915527344,24.65000000000001,92.3499984741211
1954,2010-06-07,24.7543,93.5039,Manipur,54.02999496459961,24.750000000000004,93.55000305175781
1961,2010-06-09,25.8833,91.2,Meghālaya,24.670001983642578,25.850000000000012,91.1500015258789
1986,2010-06-15,26.3335,94.5512,Nāgāland,30.499998092651367,26.350000000000012,94.55000305175781
1987,2010-06-15,25.2269,93.1658,Assam,8.834999084472656,25.250000000000004,93.1500015258789
1994,2010-06-16,25.0633,92.8025,Assam,28.32000160217285,25.05,92.8499984741211
1996,2010-06-17,26.4333,94.8833,Nāgāland,26.880002975463867,26.450000000000006,94.8499984741211
2025,2010-06-28,25.5728,91.885,Meghālaya,60.7449951171875,25.55,91.8499984741211
2026,2010-06-28,25.4916,91.2698,Meghālaya,127.78498840332031,25.450000000000006,91.25
2045,2010-07-06,26.2363,94.8133,Nāgāland,3.989999771118164,26.250000000000004,94.8499984741211
2044,2010-07-06,25.8877,94.7861,Nāgāland,2.9749999046325684,25.850000000000012,94.75
2042,2010-07-06,26.0093,94.5238,Nāgāland,1.5800001621246338,26.05,94.55000305175781
2043,2010-07-06,26.7225,95.0281,Nāgāland,1.4900000095367432,26.750000000000004,95.05000305175781
2098,2010-07-19,26.7215,95.0283,Nāgāland,23.855005264282227,26.750000000000004,95.05000305175781
2106,2010-07-20,26.8716,94.9921,Nāgāland,21.46000099182129,26.850000000000012,94.94999694824219
2113,2010-07-21,27.3773,88.559,Sikkim,7.809998512268066,27.350000000000012,88.55000305175781
2140,2010-07-25,25.0477,92.801,Assam,15.38499927520752,25.05,92.8499984741211
2164,2010-07-29,25.3098633,94.48214677,Manipur,22.295000076293945,25.350000000000012,94.44999694824219
2166,2010-07-29,24.9786,93.5027,Assam,19.499996185302734,24.950000000000006,93.55000305175781
2163,2010-07-29,25.4196,94.1054,Nāgāland,26.924999237060547,25.450000000000006,94.1500015258789
2182,2010-07-31,24.9356,93.8443,Manipur,0.7049999833106995,24.950000000000006,93.8499984741211
2205,2010-08-06,23.7365,92.7146,Mizoram,0.6449999213218689,23.750000000000004,92.75
2243,2010-08-13,25.70223725,94.04619681,Nāgāland,5.624999523162842,25.750000000000004,94.05000305175781
2249,2010-08-14,26.0814,94.803,Nāgāland,40.619998931884766,26.05,94.8499984741211
2248,2010-08-14,26.222,94.9152,Nāgāland,43.22499465942383,26.250000000000004,94.94999694824219
2247,2010-08-14,26.148,94.8422,Nāgāland,44.21500778198242,26.15000000000001,94.8499984741211
2253,2010-08-15,25.31006064,94.48265093,Manipur,21.369997024536133,25.350000000000012,94.44999694824219
2263,2010-08-17,26.2753,94.6654,Nāgāland,1.274999976158142,26.250000000000004,94.6500015258789
2282,2010-08-19,26.1984,94.8158,Nāgāland,46.56500244140625,26.15000000000001,94.8499984741211
2283,2010-08-19,24.8961,93.4957,Manipur,13.149999618530273,24.850000000000012,93.44999694824219
2281,2010-08-19,25.61560252,94.11603493,Nāgāland,16.639999389648438,25.65000000000001,94.1500015258789
2296,2010-08-20,27.167,88.3652,Sikkim,8.955000877380371,27.15000000000001,88.3499984741211
2304,2010-08-21,25.5718,94.1211,Nāgāland,7.179999351501465,25.55,94.1500015258789
2344,2010-08-27,24.7505,93.4221,Assam,14.004997253417969,24.750000000000004,93.44999694824219
2343,2010-08-27,25.4786,94.1327,Nāgāland,3.0999999046325684,25.450000000000006,94.1500015258789
2345,2010-08-27,27.3392,88.6188,Sikkim,16.084999084472656,27.350000000000012,88.6500015258789
2392,2010-09-04,27.3702,88.7334,Sikkim,3.2599997520446777,27.350000000000012,88.75
2405,2010-09-09,28.3036,95.4112,Arunāchal Pradesh,27.924997329711914,28.350000000000012,95.44999694824219
2411,2010-09-10,27.0011,93.7273,Arunāchal Pradesh,139.0399932861328,27.05,93.75
2415,2010-09-12,25.63961883,94.11112157,Nāgāland,2.1150002479553223,25.65000000000001,94.1500015258789
2424,2010-09-13,23.591,92.9296,Mizoram,25.044998168945312,23.55,92.94999694824219
2421,2010-09-13,23.75406693,92.74128531,Mizoram,37.53999328613281,23.750000000000004,92.75
2422,2010-09-13,23.74182634,92.7141905,Mizoram,37.53999328613281,23.750000000000004,92.75
2426,2010-09-13,22.7176,92.8416,Mizoram,22.09999656677246,22.750000000000004,92.8499984741211
2423,2010-09-13,23.73504471,92.71060943,Mizoram,37.53999328613281,23.750000000000004,92.75
2425,2010-09-13,23.3439,93.0748,Mizoram,19.40500259399414,23.350000000000012,93.05000305175781
2420,2010-09-13,23.72988966,92.71495623,Mizoram,37.53999328613281,23.750000000000004,92.75
2436,2010-09-16,24.3069,93.125,Mizoram,8.175000190734863,24.350000000000012,93.1500015258789
2437,2010-09-16,23.7527,92.694,Mizoram,44.2349967956543,23.750000000000004,92.6500015258789
2539,2010-10-03,28.3092,95.4149,Arunāchal Pradesh,0.19499999284744263,28.350000000000012,95.44999694824219
2566,2010-10-08,25.4769,94.1351,Nāgāland,77.48999786376953,25.450000000000006,94.1500015258789
2567,2010-10-08,25.6633,94.4703,Manipur,62.029998779296875,25.65000000000001,94.44999694824219
2570,2010-10-08,24.837,93.9128,Manipur,75.5149917602539,24.850000000000012,93.94999694824219
2569,2010-10-08,25.2745,94.0212,Nāgāland,69.02000427246094,25.250000000000004,94.05000305175781
2568,2010-10-08,24.7679,93.4108,Assam,96.27499389648438,24.750000000000004,93.44999694824219
2578,2010-10-09,25.3179,94.0462,Nāgāland,0.02499999850988388,25.350000000000012,94.05000305175781
2575,2010-10-09,25.5242,92.9914,Assam,0.0,25.55,92.94999694824219
2577,2010-10-09,25.5265,93.8673,Nāgāland,0.11999999731779099,25.55,93.8499984741211
2576,2010-10-09,25.4788,94.1399,Nāgāland,0.06499999761581421,25.450000000000006,94.1500015258789
2579,2010-10-09,25.682,94.1076,Nāgāland,0.2849999964237213,25.65000000000001,94.1500015258789
2573,2010-10-09,25.1796,93.0083,Assam,0.14499999582767487,25.15000000000001,93.05000305175781
2574,2010-10-09,25.4749,93.1477,Assam,0.0,25.450000000000006,93.1500015258789
2587,2010-10-10,25.6623,94.1072,Nāgāland,0.02499999850988388,25.65000000000001,94.1500015258789
2743,2010-11-22,27.5798729,91.85672387,Arunāchal Pradesh,2.7400002479553223,27.55,91.8499984741211
3269,2011-03-22,28.0791,96.5242,Arunāchal Pradesh,44.17000198364258,28.05,96.55000305175781
3525,2011-05-22,25.0672,93.4093,Assam,3.8249998092651367,25.05,93.44999694824219
3532,2011-05-24,25.0888,92.8551,Assam,9.395000457763672,25.05,92.8499984741211
3560,2011-05-31,24.8286,93.5935,Manipur,28.224998474121094,24.850000000000012,93.55000305175781
3556,2011-05-31,25.1555,93.8474,Manipur,51.29499816894531,25.15000000000001,93.8499984741211
3633,2011-06-20,26.3186,94.5121,Nāgāland,78.33999633789062,26.350000000000012,94.55000305175781
3637,2011-06-21,25.51614662,94.2341227,Nāgāland,37.404998779296875,25.55,94.25
3663,2011-06-28,25.6682,94.1099,Nāgāland,6.800000190734863,25.65000000000001,94.1500015258789
3662,2011-06-28,25.03561729,94.0144205,Manipur,4.164999961853027,25.05,94.05000305175781
3672,2011-06-29,25.5125,93.3613,Assam,6.985000133514404,25.55,93.3499984741211
3683,2011-07-01,25.8782,94.1739,Nāgāland,10.789999961853027,25.850000000000012,94.1500015258789
3738,2011-07-06,24.8063,93.9482,Manipur,3.9049997329711914,24.850000000000012,93.94999694824219
3741,2011-07-07,25.4191,94.1079,Nāgāland,0.0,25.450000000000006,94.1500015258789
3760,2011-07-11,25.6703,94.1095,Nāgāland,11.135001182556152,25.65000000000001,94.1500015258789
3776,2011-07-15,27.125,93.7145,Arunāchal Pradesh,36.45999526977539,27.15000000000001,93.75
3789,2011-07-16,27.2743,92.9064,Arunāchal Pradesh,10.355000495910645,27.250000000000004,92.94999694824219
3794,2011-07-17,26.99195749,88.42280921,Sikkim,16.205001831054688,26.950000000000006,88.44999694824219
3806,2011-07-19,27.1032,93.6884,Arunāchal Pradesh,71.54500579833984,27.15000000000001,93.6500015258789
3805,2011-07-19,27.05374234,88.42572376,Sikkim,50.63499450683594,27.05,88.44999694824219
3830,2011-07-22,24.3527,94.3429,Manipur,3.1349997520446777,24.350000000000012,94.3499984741211
3831,2011-07-22,24.7992,93.948,Manipur,17.604999542236328,24.750000000000004,93.94999694824219
3837,2011-07-24,26.5836,93.0038,Assam,7.304999828338623,26.55,93.05000305175781
3840,2011-07-25,24.6869,93.9157,Manipur,7.885000228881836,24.65000000000001,93.94999694824219
3860,2011-07-29,25.4192,94.108,Nāgāland,2.7249999046325684,25.450000000000006,94.1500015258789
3881,2011-08-05,27.1034,93.6885,Arunāchal Pradesh,51.76000213623047,27.15000000000001,93.6500015258789
3912,2011-08-12,27.44,92.2833,Arunāchal Pradesh,12.804998397827148,27.450000000000006,92.25
3916,2011-08-13,25.7713,93.8067,Assam,13.929998397827148,25.750000000000004,93.8499984741211
3925,2011-08-15,27.4888,93.0153,Arunāchal Pradesh,10.035000801086426,27.450000000000006,93.05000305175781
3927,2011-08-16,25.5144,90.2167,Meghālaya,77.614990234375,25.55,90.25
3932,2011-08-18,25.83,94.13,Nāgāland,3.679999828338623,25.850000000000012,94.1500015258789
3965,2011-09-06,24.808,93.117,Assam,23.739999771118164,24.850000000000012,93.1500015258789
3983,2011-09-23,26.1548,91.7351,Assam,20.71500015258789,26.15000000000001,91.75
4241,2012-03-04,25.1604,93.6795,Manipur,0.3199999928474426,25.15000000000001,93.6500015258789
4313,2012-04-08,28.4659,95.86,Arunāchal Pradesh,17.524999618530273,28.450000000000006,95.8499984741211
4377,2012-06-02,26.1475,91.7356,Assam,2.2899999618530273,26.15000000000001,91.75
4378,2012-06-02,28.8254,96.1517,Arunachal Pradesh,11.03499984741211,28.850000000000012,96.1500015258789
4382,2012-06-03,25.1175,92.8573,Assam,21.35999870300293,25.15000000000001,92.8499984741211
4384,2012-06-03,25.1775,93.0123,Assam,17.80500030517578,25.15000000000001,93.05000305175781
4383,2012-06-03,25.3056,93.1265,Assam,19.339998245239258,25.350000000000012,93.1500015258789
4394,2012-06-07,27.1748,88.6458,Sikkim,5.529999732971191,27.15000000000001,88.6500015258789
4403,2012-06-10,24.8142,93.5444,Manipur,20.634998321533203,24.850000000000012,93.55000305175781
4407,2012-06-13,25.0951,92.3567,Assam,27.439998626708984,25.05,92.3499984741211
4408,2012-06-13,25.5498,92.0757,Meghālaya,0.6899999976158142,25.55,92.05000305175781
4411,2012-06-14,27.339,88.6065,Sikkim,7.049999713897705,27.350000000000012,88.6500015258789
4424,2012-06-20,26.149,91.7351,Assam,35.029998779296875,26.15000000000001,91.75
4426,2012-06-22,26.1226,91.7162,Assam,15.565000534057617,26.15000000000001,91.75
4435,2012-06-25,27.174,95.8011,Arunāchal Pradesh,35.71500015258789,27.15000000000001,95.8499984741211
4436,2012-06-25,26.9986,95.4993,Arunāchal Pradesh,52.40000915527344,26.950000000000006,95.44999694824219
4434,2012-06-25,26.1049,91.7369,Assam,85.07999420166016,26.15000000000001,91.75
4446,2012-07-05,28.9986,94.8885,Arunachal Pradesh,11.420001029968262,28.950000000000006,94.8499984741211
4552,2012-09-14,27.0377,88.3603,Sikkim,13.885000228881836,27.05,88.3499984741211
4556,2012-09-16,27.1675,88.3651,Sikkim,11.640000343322754,27.15000000000001,88.3499984741211
4570,2012-09-19,27.8458,95.2253,Arunāchal Pradesh,8.819999694824219,27.850000000000012,95.25
4610,2012-11-11,23.7705,92.5217,Mizoram,0.0,23.750000000000004,92.55000305175781
4757,2013-02-18,28.1193,95.1645,Arunāchal Pradesh,8.180000305175781,28.15000000000001,95.1500015258789
4798,2013-04-07,28.8254,96.1509,Arunachal Pradesh,0.044999998062849045,28.850000000000012,96.1500015258789
4845,2013-05-07,24.2315,92.6755,Mizoram,67.65499877929688,24.250000000000004,92.6500015258789
4848,2013-05-08,24.0896,91.4663,Tripura,62.99500274658203,24.05,91.44999694824219
4858,2013-05-11,26.1662,91.7138,Assam,23.369998931884766,26.15000000000001,91.75
4859,2013-05-11,26.1771,91.7599,Assam,23.369998931884766,26.15000000000001,91.75
4857,2013-05-11,23.7281,92.7175,Mizoram,1.3149999380111694,23.750000000000004,92.75
4860,2013-05-11,26.1016,91.6906,Assam,22.764997482299805,26.15000000000001,91.6500015258789
4861,2013-05-12,24.9926,93.4946,Assam,0.7350000143051147,24.950000000000006,93.44999694824219
4892,2013-06-01,27.8776,94.25,Arunāchal Pradesh,4.255000114440918,27.850000000000012,94.25
4906,2013-06-07,26.0977,94.7499,Nāgāland,9.625,26.05,94.75
4905,2013-06-07,26.0977,94.7031,Nāgāland,9.625,26.05,94.75
4908,2013-06-08,27.3721,88.708,Sikkim,16.005001068115234,27.350000000000012,88.75
4990,2013-06-27,27.3765,88.7628,Sikkim,9.690000534057617,27.350000000000012,88.75
5006,2013-07-01,26.1147,94.3864,Nāgāland,2.7750000953674316,26.15000000000001,94.3499984741211
5005,2013-07-01,26.72,95.029,Nāgāland,22.955001831054688,26.750000000000004,95.05000305175781
5084,2013-07-12,25.616,94.1167,Nāgāland,18.66999626159668,25.65000000000001,94.1500015258789
5087,2013-07-12,25.6269,94.1139,Nāgāland,18.66999626159668,25.65000000000001,94.1500015258789
5107,2013-07-15,25.6269,94.1139,Nāgāland,3.0149998664855957,25.65000000000001,94.1500015258789
5122,2013-07-17,25.7658,93.9413,Nāgāland,2.694999933242798,25.750000000000004,93.94999694824219
5123,2013-07-17,25.7131,94.0885,Nāgāland,1.3649998903274536,25.750000000000004,94.05000305175781
5250,2013-08-01,27.8837,93.0515,Arunachal Pradesh,17.52500343322754,27.850000000000012,93.05000305175781
5271,2013-08-04,26.284,94.5808,Nāgāland,20.505001068115234,26.250000000000004,94.55000305175781
5268,2013-08-04,26.0137,94.5163,Nāgāland,55.719993591308594,26.05,94.55000305175781
5269,2013-08-04,25.8376,94.5234,Nāgāland,42.5,25.850000000000012,94.55000305175781
5270,2013-08-04,26.0481,94.4619,Nāgāland,51.73500061035156,26.05,94.44999694824219
5273,2013-08-04,26.1807,94.5497,Nāgāland,45.6400032043457,26.15000000000001,94.55000305175781
5272,2013-08-04,26.2083,94.5438,Nāgāland,20.505001068115234,26.250000000000004,94.55000305175781
5274,2013-08-04,26.0838,94.564,Nāgāland,55.719993591308594,26.05,94.55000305175781
5275,2013-08-04,26.1498,94.6055,Nāgāland,53.905006408691406,26.15000000000001,94.6500015258789
5300,2013-08-09,25.318,94.0441,Nāgāland,6.549999237060547,25.350000000000012,94.05000305175781
5312,2013-08-11,26.7103,94.693,Assam,98.27001953125,26.750000000000004,94.6500015258789
5427,2013-08-15,25.3833,94.1884,Nāgāland,6.824999809265137,25.350000000000012,94.1500015258789
5338,2013-08-16,26.8727,94.9275,Assam,61.63499450683594,26.850000000000012,94.94999694824219
5337,2013-08-16,26.4205,94.9731,Nāgāland,64.27999877929688,26.450000000000006,94.94999694824219
5336,2013-08-16,26.3897,94.9439,Nāgāland,46.869998931884766,26.350000000000012,94.94999694824219
5343,2013-08-17,24.7625,93.4341,Assam,16.209999084472656,24.750000000000004,93.44999694824219
5421,2013-08-30,26.4205,94.9731,Nāgāland,0.3700000047683716,26.450000000000006,94.94999694824219
5431,2013-09-01,24.9829,93.5063,Assam,19.55499839782715,24.950000000000006,93.55000305175781
5430,2013-09-01,24.9037,93.487,Manipur,16.564998626708984,24.950000000000006,93.44999694824219
5429,2013-09-01,27.3425,88.2426,Sikkim,22.07000160217285,27.350000000000012,88.25
5442,2013-09-02,27.1614,93.7525,Arunāchal Pradesh,16.780000686645508,27.15000000000001,93.75
5441,2013-09-02,28.611,94.9829,Arunāchal Pradesh,64.85000610351562,28.65000000000001,94.94999694824219
5476,2013-09-07,27.3736,88.7323,Sikkim,0.8899999856948853,27.350000000000012,88.75
5552,2013-09-24,25.0985,94.3619,Manipur,16.18000030517578,25.05,94.3499984741211
5575,2013-10-05,25.8266,94.1497,Nāgāland,37.68499755859375,25.850000000000012,94.1500015258789
5582,2013-10-06,26.1309,91.8383,Assam,21.14000129699707,26.15000000000001,91.8499984741211
5584,2013-10-06,26.1665,91.7049,Assam,31.939998626708984,26.15000000000001,91.75
5603,2013-10-13,25.426,94.6024,Manipur,0.7199999094009399,25.450000000000006,94.6500015258789
6015,2014-05-08,27.9032,96.174,Arunachal Pradesh,63.01500701904297,27.950000000000006,96.1500015258789
6016,2014-05-09,24.8669,92.3576,Assam,144.3800048828125,24.850000000000012,92.3499984741211
6105,2014-06-26,28.9205,95.3429,Arunachal Pradesh,5.439999580383301,28.950000000000006,95.3499984741211
6106,2014-06-26,26.1407,91.7645,Assam,42.61000061035156,26.15000000000001,91.75
6107,2014-06-26,26.1844,91.7896,Assam,42.61000061035156,26.15000000000001,91.75
6110,2014-06-27,26.1619,91.7697,Assam,9.095000267028809,26.15000000000001,91.75
6112,2014-06-28,26.1964,91.7652,Assam,0.5349999666213989,26.15000000000001,91.75
6143,2014-07-14,23.7327,92.7463,Mizoram,10.794999122619629,23.750000000000004,92.75
6513,2014-08-14,23.0137,91.7174,Tripura,75.77999877929688,23.05,91.75
6200,2014-08-17,27.0869,93.6086,Arunachal Pradesh,4.009999752044678,27.05,93.6500015258789
6331,2014-09-08,25.9466,94.6279,Nagaland,8.744999885559082,25.950000000000006,94.6500015258789
6291,2014-09-21,25.7354,90.3852,Meghalaya,242.04498291015625,25.750000000000004,90.3499984741211
6288,2014-09-22,26.1985,91.7998,Assam,170.47999572753906,26.15000000000001,91.75
6283,2014-09-22,26.1314,91.7548,Assam,170.47999572753906,26.15000000000001,91.75
6286,2014-09-22,26.1044,91.7082,Assam,170.47999572753906,26.15000000000001,91.75
6284,2014-09-22,26.1324,91.8342,Assam,161.239990234375,26.15000000000001,91.8499984741211
6287,2014-09-22,26.1295,91.7056,Assam,170.47999572753906,26.15000000000001,91.75
6285,2014-09-22,26.159,91.8178,Assam,161.239990234375,26.15000000000001,91.8499984741211
6282,2014-09-22,26.1097,91.7747,Assam,170.47999572753906,26.15000000000001,91.75
6289,2014-09-22,26.1001,91.6849,Assam,180.3050079345703,26.15000000000001,91.6500015258789
6292,2014-09-23,25.7238,89.9032,Assam,10.984999656677246,25.750000000000004,89.94999694824219
6290,2014-09-23,25.5772,91.8666,Meghalaya,25.894996643066406,25.55,91.8499984741211
6213,2014-09-24,25.8143,90.5763,Meghalaya,0.0,25.850000000000012,90.55000305175781
6222,2014-10-01,27.1249,93.7706,Arunachal Pradesh,0.0,27.15000000000001,93.75
6214,2014-10-05,25.9702,91.8587,Meghalaya,0.0,25.950000000000006,91.8499984741211
6293,2014-10-20,25.5006,90.0896,Meghalaya,0.0,25.55,90.05000305175781
6775,2015-02-14,26.1468,91.6469,Assam,0.009999999776482582,26.15000000000001,91.6500015258789
6786,2015-02-19,24.6108,92.562,Assam,0.5749999284744263,24.65000000000001,92.55000305175781
7591,2015-03-19,25.0318,92.4584,Assam,0.0,25.05,92.44999694824219
7031,2015-05-24,27.6163,88.6586,Sikkim,0.8200000524520874,27.65000000000001,88.6500015258789
6971,2015-06-09,27.0987,93.816,Arunachal Pradesh,19.899999618530273,27.05,93.8499984741211
6968,2015-06-13,25.463,92.2121,Meghalaya,54.63500213623047,25.450000000000006,92.25
6969,2015-06-16,25.5114,90.215,Meghalaya,30.834999084472656,25.55,90.25
6970,2015-06-16,25.5084,90.2191,Meghalaya,30.834999084472656,25.55,90.25
6963,2015-06-19,23.7131,92.7362,Mizoram,7.494999885559082,23.750000000000004,92.75
6945,2015-06-19,25.16,93.686,Manipur,4.760000228881836,25.15000000000001,93.6500015258789
6990,2015-06-24,26.0319,94.5466,Nagaland,2.440000057220459,26.05,94.55000305175781
7138,2015-07-07,27.0816,88.4397,Sikkim,27.160003662109375,27.05,88.44999694824219
7214,2015-07-15,27.36,93.0385,Arunachal Pradesh,30.259998321533203,27.350000000000012,93.05000305175781
7263,2015-07-22,25.4477,94.0489,Manipur,6.489999771118164,25.450000000000006,94.05000305175781
7264,2015-07-22,25.4538,93.9827,Manipur,8.769999504089355,25.450000000000006,93.94999694824219
7253,2015-07-22,24.7979,92.9974,Assam,6.760000228881836,24.750000000000004,92.94999694824219
7265,2015-07-22,25.5007,93.9854,Manipur,12.045000076293945,25.55,93.94999694824219
7266,2015-07-22,25.5098,93.8794,Manipur,12.269998550415039,25.55,93.8499984741211
7267,2015-07-22,25.3908,94.0926,Manipur,8.40999984741211,25.350000000000012,94.05000305175781
7279,2015-07-24,24.9818,93.5142,Manipur,6.6150007247924805,24.950000000000006,93.55000305175781
7276,2015-07-25,26.1062,91.8717,Assam,0.0,26.15000000000001,91.8499984741211
7364,2015-07-31,24.819,94.3551,Manipur,65.1449966430664,24.850000000000012,94.3499984741211
7372,2015-07-31,25.0634,94.3415,Manipur,56.275001525878906,25.05,94.3499984741211
7370,2015-08-01,24.1419,94.1078,Manipur,4.019999980926514,24.15000000000001,94.1500015258789
7385,2015-08-01,24.004,93.9815,Manipur,7.609999656677246,24.05,93.94999694824219
7369,2015-08-01,24.1988,94.1016,Manipur,4.019999980926514,24.15000000000001,94.1500015258789
7383,2015-08-01,23.899,94.1434,Manipur,6.029999732971191,23.850000000000012,94.1500015258789
7373,2015-08-01,24.9111,94.4759,Manipur,3.864999771118164,24.950000000000006,94.44999694824219
7389,2015-08-01,24.4072,94.0644,Manipur,8.145000457763672,24.450000000000006,94.05000305175781
7371,2015-08-01,23.9939,94.0573,Manipur,6.684999465942383,23.950000000000006,94.05000305175781
7388,2015-08-01,24.416,94.0984,Manipur,8.145000457763672,24.450000000000006,94.05000305175781
7374,2015-08-01,25.1122,94.3591,Manipur,3.0149998664855957,25.15000000000001,94.3499984741211
7390,2015-08-01,24.4265,94.1913,Manipur,7.445000648498535,24.450000000000006,94.1500015258789
7384,2015-08-01,23.9278,94.0906,Manipur,6.684999465942383,23.950000000000006,94.05000305175781
