Title:,"Time Series, Area-Averaged of Multi-satellite precipitation estimate with gauge calibration - Final Run (recommended for (half-hourly)"
2020-01-02 09:30:00,0.0503879189
2020-01-02 10:00:00,0.0552058406
2020-01-02 10:30:00,0.049588576
2020-01-02 11:00:00,0.0417838693
2020-01-02 11:30:00,0.0403327309
2020-01-02 12:00:00,0.0359666869
2020-01-02 12:30:00,0.0831996948
2020-01-02 13:00:00,0.0952813029
2020-01-02 13:30:00,0.0960743502
2020-01-02 14:00:00,0.101583764
2020-01-02 14:30:00,0.0295543112
2020-01-02 15:00:00,0.0292483941
2020-01-02 15:30:00,0.0304832812
2020-01-02 16:00:00,0.102279641
2020-01-02 16:30:00,0.0811598375
2020-01-02 17:00:00,0.0858823657
2020-01-02 17:30:00,0.0699185431
2020-01-02 18:00:00,0.0738143399
2020-01-02 18:30:00,0.0680629015
2020-01-02 19:00:00,0.0694931448
2020-01-02 19:30:00,0.0837668777
2020-01-02 20:00:00,0.109382138
2020-01-02 20:30:00,0.110679179
2020-01-02 21:00:00,0.1266063
2020-01-02 21:30:00,0.135986552
2020-01-02 22:00:00,0.154914692
2020-01-02 22:30:00,0.175225765
2020-01-02 23:00:00,0.191770703
2020-01-02 23:30:00,0.219565794
2020-01-03 00:00:00,0.24100171
2020-01-03 00:30:00,0.279816568
2020-01-03 01:00:00,0.300587595
2020-01-03 01:30:00,0.331864983
2020-01-03 02:00:00,0.338324666
2020-01-03 02:30:00,0.340553671
2020-01-03 03:00:00,0.351863861
2020-01-03 03:30:00,0.350047976
2020-01-03 04:00:00,0.360720217
2020-01-03 04:30:00,0.406657308
2020-01-03 05:00:00,0.390054792
2020-01-03 05:30:00,0.404495031
2020-01-03 06:00:00,0.490977168
2020-01-03 06:30:00,0.545387447
2020-01-03 07:00:00,0.601468623
2020-01-03 07:30:00,0.62970829
2020-01-03 08:00:00,0.596409976
2020-01-03 08:30:00,0.712923884
2020-01-03 09:00:00,0.724974513
2020-01-03 09:30:00,0.754505277
2020-01-03 10:00:00,0.781291604
2020-01-03 10:30:00,0.74537921
2020-01-03 11:00:00,0.691514373
2020-01-03 11:30:00,0.63944
2020-01-03 12:00:00,0.622488201
2020-01-03 12:30:00,0.591671348
2020-01-03 13:00:00,0.534843206
2020-01-03 13:30:00,0.500724077
2020-01-03 14:00:00,0.512848914
2020-01-03 14:30:00,0.514590561
2020-01-03 15:00:00,0.523914933
2020-01-03 15:30:00,0.572883248
2020-01-03 16:00:00,0.546732724
2020-01-03 16:30:00,0.480082244
2020-01-03 17:00:00,0.489642084
2020-01-03 17:30:00,0.511599898
2020-01-03 18:00:00,0.56191361
2020-01-03 18:30:00,0.599261165
2020-01-03 19:00:00,0.615922689
2020-01-03 19:30:00,0.621515632
2020-01-03 20:00:00,0.631278574
2020-01-03 20:30:00,0.617392898
2020-01-03 21:00:00,0.667055786
2020-01-03 21:30:00,0.666090548
2020-01-03 22:00:00,0.659938812
2020-01-03 22:30:00,0.615353703
2020-01-03 23:00:00,0.507196307
2020-01-03 23:30:00,0.452003658
2020-01-04 00:00:00,0.420372635
2020-01-04 00:30:00,0.401652426
2020-01-04 01:00:00,0.341178983
2020-01-04 01:30:00,0.266040057
2020-01-04 02:00:00,0.197132036
2020-01-04 02:30:00,0.201705024
2020-01-04 03:00:00,0.156725585
2020-01-04 03:30:00,0.116023906
2020-01-04 04:00:00,0.113480419
2020-01-04 04:30:00,0.111809723
2020-01-04 05:00:00,0.10516917
2020-01-04 05:30:00,0.0938695222
2020-01-04 06:00:00,0.0916903615
2020-01-04 06:30:00,0.088079527
2020-01-04 07:00:00,0.0949048772
2020-01-04 07:30:00,0.107588768
2020-01-04 08:00:00,0.114676669
2020-01-04 08:30:00,0.123503141
2020-01-04 09:00:00,0.121066593
2020-01-04 09:30:00,0.120624602
2020-01-04 10:00:00,0.106929243
2020-01-04 10:30:00,0.099447228
2020-01-04 11:00:00,0.0870575905
2020-01-04 11:30:00,0.0647240207
2020-01-04 12:00:00,0.059679281
2020-01-04 12:30:00,0.0479287915
2020-01-04 13:00:00,0.0507074036
2020-01-04 13:30:00,0.0536950864
2020-01-04 14:00:00,0.0527461991
2020-01-04 14:30:00,0.0534782074
2020-01-04 15:00:00,0.055219993
2020-01-04 15:30:00,0.0539700538
2020-01-04 16:00:00,0.0436820202
2020-01-04 16:30:00,0.0325880349
2020-01-04 17:00:00,0.039424561
2020-01-04 17:30:00,0.0300016012
2020-01-04 18:00:00,0.0205979031
2020-01-04 18:30:00,0.0203022212
2020-01-04 19:00:00,0.0444587208
2020-01-04 19:30:00,0.0562260151
2020-01-04 20:00:00,0.0713861063
2020-01-04 20:30:00,0.0628171638
2020-01-04 21:00:00,0.0697915107
2020-01-04 21:30:00,0.0693679675
2020-01-04 22:00:00,0.0687919706
2020-01-04 22:30:00,0.0670478418
2020-01-04 23:00:00,0.062977545
2020-01-04 23:30:00,0.0566816106
2020-01-05 00:00:00,0.0506941266
2020-01-05 00:30:00,0.052336812
2020-01-05 01:00:00,0.046732489
2020-01-05 01:30:00,0.0421487652
2020-01-05 02:00:00,0.0323314108
2020-01-05 02:30:00,0.0276538581
2020-01-05 03:00:00,0.0290124435
2020-01-05 03:30:00,0.0334552862
2020-01-05 04:00:00,0.0642811507
2020-01-05 04:30:00,0.0825620517
2020-01-05 05:00:00,0.0736456066
2020-01-05 05:30:00,0.0861146152
2020-01-05 06:00:00,0.0932322368
2020-01-05 06:30:00,0.0903418437
2020-01-05 07:00:00,0.103201397
2020-01-05 07:30:00,0.0841357931
2020-01-05 08:00:00,0.116586626
2020-01-05 08:30:00,0.147633582
2020-01-05 09:00:00,0.133152798
2020-01-05 09:30:00,0.123787627
2020-01-05 10:00:00,0.0873684287
2020-01-05 10:30:00,0.0704602599
2020-01-05 11:00:00,0.0544547625
2020-01-05 11:30:00,0.0289494973
2020-01-05 12:00:00,0.0254432578
2020-01-05 12:30:00,0.0229618009
2020-01-05 13:00:00,0.0239058044
2020-01-05 13:30:00,0.028355727
2020-01-05 14:00:00,0.0306270849
2020-01-05 14:30:00,0.0359128192
2020-01-05 15:00:00,0.0471805297
2020-01-05 15:30:00,0.0410163291
2020-01-05 16:00:00,0.0589295775
2020-01-05 16:30:00,0.0703687444
2020-01-05 17:00:00,0.068445757
2020-01-05 17:30:00,0.0766860023
2020-01-05 18:00:00,0.0918527767
2020-01-05 18:30:00,0.0695386156
2020-01-05 19:00:00,0.0554940812
2020-01-05 19:30:00,0.0398878418
2020-01-05 20:00:00,0.036698468
2020-01-05 20:30:00,0.0378927961
2020-01-05 21:00:00,0.0373670757
2020-01-05 21:30:00,0.0244238228
2020-01-05 22:00:00,0.0108632268
2020-01-05 22:30:00,0.00332768704
2020-01-05 23:00:00,0.00378054683
2020-01-05 23:30:00,0.00390940253
2020-01-06 00:00:00,0.00405816128
2020-01-06 00:30:00,0.00345310965
2020-01-06 01:00:00,0.00327223516
2020-01-06 01:30:00,0.00263177836
2020-01-06 02:00:00,0.00267439103
2020-01-06 02:30:00,0.00229680655
2020-01-06 03:00:00,0.00126814842
2020-01-06 03:30:00,0.000878748135
2020-01-06 04:00:00,0.000561689085
2020-01-06 04:30:00,0.000891914649
2020-01-06 05:00:00,0.00164376094
2020-01-06 05:30:00,0.00103612326
2020-01-06 06:00:00,0.00128271559
2020-01-06 06:30:00,0.00135855703
2020-01-06 07:00:00,0.0016182143
2020-01-06 07:30:00,0.00176904968
2020-01-06 08:00:00,0.0027322392
2020-01-06 08:30:00,0.00268929661
2020-01-06 09:00:00,0.00229492714
2020-01-06 09:30:00,0.00128396542
2020-01-06 10:00:00,0.000765937148
2020-01-06 10:30:00,0.000653643743
2020-01-06 11:00:00,0.00076141319
2020-01-06 11:30:00,0.00284843589
2020-01-06 12:00:00,0.00183815334
2020-01-06 12:30:00,0.0033706387
2020-01-06 13:00:00,0.00216787704
2020-01-06 13:30:00,0.00195413735
2020-01-06 14:00:00,0.00215522014
2020-01-06 14:30:00,0.0015324119
2020-01-06 15:00:00,0.00262656622
2020-01-06 15:30:00,0.00255517173
2020-01-06 16:00:00,0.0147215985
2020-01-06 16:30:00,0.0208519679
2020-01-06 17:00:00,0.0153693343
2020-01-06 17:30:00,0.0155449035
2020-01-06 18:00:00,0.0144476984
2020-01-06 18:30:00,0.00579882041
2020-01-06 19:00:00,0.00293837534
2020-01-06 19:30:00,0.0022636638
2020-01-06 20:00:00,0.00162740797
2020-01-06 20:30:00,0.00173331425
2020-01-06 21:00:00,0.00159531308
2020-01-06 21:30:00,0.00249251421
2020-01-06 22:00:00,0.00482609076
2020-01-06 22:30:00,0.00367338187
2020-01-06 23:00:00,0.00362445274
2020-01-06 23:30:00,0.00459910324
2020-01-07 00:00:00,0.00857957546
2020-01-07 00:30:00,0.00400051661
2020-01-07 01:00:00,0.0046665119
2020-01-07 01:30:00,0.00196322752
2020-01-07 02:00:00,0.00407079561
2020-01-07 02:30:00,0.00331195747
2020-01-07 03:00:00,0.00348393572
2020-01-07 03:30:00,0.0034399461
2020-01-07 04:00:00,0.00377800455
2020-01-07 04:30:00,0.00421775877
2020-01-07 05:00:00,0.003762746
2020-01-07 05:30:00,0.00419203332
2020-01-07 06:00:00,0.00275755813
2020-01-07 06:30:00,0.00170838635
2020-01-07 07:00:00,0.000940136611
2020-01-07 07:30:00,0.0053151641
2020-01-07 08:00:00,0.00446414575
2020-01-07 08:30:00,0.00422859238
2020-01-07 09:00:00,0.0035159518
2020-01-07 09:30:00,0.00371223688
2020-01-07 10:00:00,0.00183636649
2020-01-07 10:30:00,0.0015610524
2020-01-07 11:00:00,0.00128039555
2020-01-07 11:30:00,0.00493395235
2020-01-07 12:00:00,0.00271300552
2020-01-07 12:30:00,0.00374517869
2020-01-07 13:00:00,0.00770811224
2020-01-07 13:30:00,0.00709896721
2020-01-07 14:00:00,0.00728370715
2020-01-07 14:30:00,0.00752331689
2020-01-07 15:00:00,0.00745325303
2020-01-07 15:30:00,0.00825245399
2020-01-07 16:00:00,0.00716805458
2020-01-07 16:30:00,0.00740965735
2020-01-07 17:00:00,0.00636413088
2020-01-07 17:30:00,0.00736694457
2020-01-07 18:00:00,0.00787763391
2020-01-07 18:30:00,0.00795494858
2020-01-07 19:00:00,0.00721918466
2020-01-07 19:30:00,0.00667111017
2020-01-07 20:00:00,0.00523811905
2020-01-07 20:30:00,0.00486579398
2020-01-07 21:00:00,0.00502020866
2020-01-07 21:30:00,0.00589779671
2020-01-07 22:00:00,0.00498684216
2020-01-07 22:30:00,0.0051316102
2020-01-07 23:00:00,0.00433048978
2020-01-07 23:30:00,0.00348309521
2020-01-08 00:00:00,0.0022590931
2020-01-08 00:30:00,0.00236915797
2020-01-08 01:00:00,0.00189354026
2020-01-08 01:30:00,0.00189592526
2020-01-08 02:00:00,0.00362988655
2020-01-08 02:30:00,0.00470123393
2020-01-08 03:00:00,0.00564106507
2020-01-08 03:30:00,0.00491362112
2020-01-08 04:00:00,0.00492613623
2020-01-08 04:30:00,0.00282288273
2020-01-08 05:00:00,0.00285579753
2020-01-08 05:30:00,0.00321548549
2020-01-08 06:00:00,0.00329968752
2020-01-08 06:30:00,0.00270101964
2020-01-08 07:00:00,0.0029119635
2020-01-08 07:30:00,0.00305146561
2020-01-08 08:00:00,0.0037518295
2020-01-08 08:30:00,0.0056112255
2020-01-08 09:00:00,0.00615345594
2020-01-08 09:30:00,0.00365089951
2020-01-08 10:00:00,0.00478836661
2020-01-08 10:30:00,0.0049984986
2020-01-08 11:00:00,0.0062754713
2020-01-08 11:30:00,0.00537543651
2020-01-08 12:00:00,0.00569841312
2020-01-08 12:30:00,0.00577158155
2020-01-08 13:00:00,0.0175824929
2020-01-08 13:30:00,0.0274857152
2020-01-08 14:00:00,0.0430740789
2020-01-08 14:30:00,0.0439631417
2020-01-08 15:00:00,0.0467823185
2020-01-08 15:30:00,0.0729679614
2020-01-08 16:00:00,0.1006056
2020-01-08 16:30:00,0.0978379101
2020-01-08 17:00:00,0.0704877302
2020-01-08 17:30:00,0.0612177067
2020-01-08 18:00:00,0.0250543784
2020-01-08 18:30:00,0.0181801897
2020-01-08 19:00:00,0.0224588625
2020-01-08 19:30:00,0.0245886762
2020-01-08 20:00:00,0.0335238278
2020-01-08 20:30:00,0.0662640333
2020-01-08 21:00:00,0.0711977854
2020-01-08 21:30:00,0.0862962902
2020-01-08 22:00:00,0.0785544813
2020-01-08 22:30:00,0.0793543682
2020-01-08 23:00:00,0.0751942992
2020-01-08 23:30:00,0.0895703137
2020-01-09 00:00:00,0.0788979381
2020-01-09 00:30:00,0.0762391388
2020-01-09 01:00:00,0.0773101002
2020-01-09 01:30:00,0.0711844862
2020-01-09 02:00:00,0.0820898637
2020-01-09 02:30:00,0.0676025003
2020-01-09 03:00:00,0.066650033
2020-01-09 03:30:00,0.0658500791
2020-01-09 04:00:00,0.0656577796
2020-01-09 04:30:00,0.0798289105
2020-01-09 05:00:00,0.0691914782
2020-01-09 05:30:00,0.0635584667
2020-01-09 06:00:00,0.058774557
2020-01-09 06:30:00,0.0545721129
2020-01-09 07:00:00,0.0410470515
2020-01-09 07:30:00,0.0558112487
2020-01-09 08:00:00,0.0486976579
2020-01-09 08:30:00,0.043946024
2020-01-09 09:00:00,0.043339856
2020-01-09 09:30:00,0.0440210141
2020-01-09 10:00:00,0.0453195721
2020-01-09 10:30:00,0.044296667
2020-01-09 11:00:00,0.0475808606
2020-01-09 11:30:00,0.0536716729
2020-01-09 12:00:00,0.0506034046
2020-01-09 12:30:00,0.0440832488
2020-01-09 13:00:00,0.0318564512
2020-01-09 13:30:00,0.0297790207
2020-01-09 14:00:00,0.0224746112
2020-01-09 14:30:00,0.0257354546
2020-01-09 15:00:00,0.0264565647
2020-01-09 15:30:00,0.0253463313
2020-01-09 16:00:00,0.0175126269
2020-01-09 16:30:00,0.021292612
2020-01-09 17:00:00,0.0242614932
2020-01-09 17:30:00,0.0267224517
2020-01-09 18:00:00,0.0206458792
2020-01-09 18:30:00,0.025121361
2020-01-09 19:00:00,0.0247630384
2020-01-09 19:30:00,0.0250757802
2020-01-09 20:00:00,0.0221607387
2020-01-09 20:30:00,0.0199119691
2020-01-09 21:00:00,0.0156910401
2020-01-09 21:30:00,0.0168373082
2020-01-09 22:00:00,0.0140132057
2020-01-09 22:30:00,0.0139132291
2020-01-09 23:00:00,0.0133819636
2020-01-09 23:30:00,0.0137698958
2020-01-10 00:00:00,0.014676529
2020-01-10 00:30:00,0.014137513
2020-01-10 01:00:00,0.0121621126
2020-01-10 01:30:00,0.00968030561
2020-01-10 02:00:00,0.0086602103
2020-01-10 02:30:00,0.00571689941
2020-01-10 03:00:00,0.00570822274
2020-01-10 03:30:00,0.00533554284
2020-01-10 04:00:00,0.00573164504
2020-01-10 04:30:00,0.00442086533
2020-01-10 05:00:00,0.00414976478
2020-01-10 05:30:00,0.00474268198
2020-01-10 06:00:00,0.00604523486
2020-01-10 06:30:00,0.00614526914
2020-01-10 07:00:00,0.00577742793
2020-01-10 07:30:00,0.00455838628
2020-01-10 08:00:00,0.00369300228
2020-01-10 08:30:00,0.00223795651
2020-01-10 09:00:00,0.00205011596
2020-01-10 09:30:00,0.00189556507
2020-01-10 10:00:00,0.00153863744
2020-01-10 10:30:00,0.00171138917
2020-01-10 11:00:00,0.00208584522
2020-01-10 11:30:00,0.00242831814
2020-01-10 12:00:00,0.00271663489
2020-01-10 12:30:00,0.00222506467
2020-01-10 13:00:00,0.00256204209
2020-01-10 13:30:00,0.00283470494
2020-01-10 14:00:00,0.00388252223
2020-01-10 14:30:00,0.00394850224
2020-01-10 15:00:00,0.00418820232
2020-01-10 15:30:00,0.00309185963
2020-01-10 16:00:00,0.00312546617
2020-01-10 16:30:00,0.00247596391
2020-01-10 17:00:00,0.00242851116
2020-01-10 17:30:00,0.00233136141
2020-01-10 18:00:00,0.00252322736
2020-01-10 18:30:00,0.00288830185
2020-01-10 19:00:00,0.00329240807
2020-01-10 19:30:00,0.00351925381
2020-01-10 20:00:00,0.00348789408
2020-01-10 20:30:00,0.00286050304
2020-01-10 21:00:00,0.00213045627
2020-01-10 21:30:00,0.0021339308
2020-01-10 22:00:00,0.00192841946
2020-01-10 22:30:00,0.00153329002
2020-01-10 23:00:00,0.0015042196
2020-01-10 23:30:00,0.00140634715
2020-01-11 00:00:00,0.00154717069
2020-01-11 00:30:00,0.0015704754
2020-01-11 01:00:00,0.00121695688
2020-01-11 01:30:00,0.00194156438
2020-01-11 02:00:00,0.00257645035
2020-01-11 02:30:00,0.00290310429
2020-01-11 03:00:00,0.00237573846
2020-01-11 03:30:00,0.00239032693
2020-01-11 04:00:00,0.00157397881
2020-01-11 04:30:00,0.000703022
2020-01-11 05:00:00,0.000409424742
2020-01-11 05:30:00,0.000355493947
2020-01-11 06:00:00,0.000335621618
2020-01-11 06:30:00,0.000401701545
2020-01-11 07:00:00,0.00074725732
2020-01-11 07:30:00,0.000711008266
2020-01-11 08:00:00,0.000800692476
2020-01-11 08:30:00,0.000834774284
2020-01-11 09:00:00,0.000832988066
2020-01-11 09:30:00,0.000847526069
2020-01-11 10:00:00,0.000787824509
2020-01-11 10:30:00,0.000511472404
2020-01-11 11:00:00,0.0002013661
2020-01-11 11:30:00,0.00021768942
2020-01-11 12:00:00,0.000335866353
2020-01-11 12:30:00,0.00041885901
2020-01-11 13:00:00,0.000514063518
2020-01-11 13:30:00,0.000940277474
2020-01-11 14:00:00,0.00121808262
2020-01-11 14:30:00,0.00158201531
2020-01-11 15:00:00,0.00193269015
2020-01-11 15:30:00,0.0022011064
2020-01-11 16:00:00,0.00120525155
2020-01-11 16:30:00,0.00105576252
2020-01-11 17:00:00,0.000975209579
2020-01-11 17:30:00,0.00103179214
2020-01-11 18:00:00,0.000869606913
2020-01-11 18:30:00,0.00111975288
2020-01-11 19:00:00,0.000836411491
2020-01-11 19:30:00,0.000749713916
2020-01-11 20:00:00,0.000687324617
2020-01-11 20:30:00,0.000466460187
2020-01-11 21:00:00,0.000505967531
2020-01-11 21:30:00,0.000671805872
2020-01-11 22:00:00,0.000993437832
2020-01-11 22:30:00,0.00111681735
2020-01-11 23:00:00,0.00304635428
2020-01-11 23:30:00,0.00399583438
2020-01-12 00:00:00,0.00497342926
2020-01-12 00:30:00,0.00604525069
2020-01-12 01:00:00,0.00330041931
2020-01-12 01:30:00,0.00378940557
2020-01-12 02:00:00,0.00300526386
2020-01-12 02:30:00,0.00245229364
2020-01-12 03:00:00,0.00248650205
2020-01-12 03:30:00,0.000812220213
2020-01-12 04:00:00,0.000260771165
2020-01-12 04:30:00,0.000265675626
2020-01-12 05:00:00,0.000285196351
2020-01-12 05:30:00,0.000751745305
2020-01-12 06:00:00,0.00094720046
2020-01-12 06:30:00,0.000938241952
2020-01-12 07:00:00,0.00105582492
2020-01-12 07:30:00,0.000784103642
2020-01-12 08:00:00,0.00063954643
2020-01-12 08:30:00,0.000452504813
2020-01-12 09:00:00,0.000303344947
2020-01-12 09:30:00,5.53694081e-05
2020-01-12 10:00:00,4.4216391e-05
2020-01-12 10:30:00,0.000221835624
2020-01-12 11:00:00,0.00039640296
2020-01-12 11:30:00,0.000611324096
2020-01-12 12:00:00,0.00139239477
2020-01-12 12:30:00,0.00172995008
2020-01-12 13:00:00,0.0016164463
2020-01-12 13:30:00,0.0021633252
2020-01-12 14:00:00,0.00274036708
2020-01-12 14:30:00,0.00408127345
2020-01-12 15:00:00,0.00393681973
2020-01-12 15:30:00,0.00414953893
2020-01-12 16:00:00,0.00299037457
2020-01-12 16:30:00,0.00313893287
2020-01-12 17:00:00,0.00312789646
2020-01-12 17:30:00,0.00372925564
2020-01-12 18:00:00,0.00406477973
2020-01-12 18:30:00,0.00488913525
2020-01-12 19:00:00,0.00423943577
2020-01-12 19:30:00,0.00375102996
2020-01-12 20:00:00,0.00247806939
2020-01-12 20:30:00,0.00206129695
2020-01-12 21:00:00,0.00188347651
2020-01-12 21:30:00,0.00124500983
2020-01-12 22:00:00,0.000565414084
2020-01-12 22:30:00,0.00103356771
2020-01-12 23:00:00,0.00235890877
2020-01-12 23:30:00,0.00344749657
2020-01-13 00:00:00,0.0056214286
2020-01-13 00:30:00,0.00369941187
2020-01-13 01:00:00,0.00391186494
2020-01-13 01:30:00,0.00362334237
2020-01-13 02:00:00,0.00355061446
2020-01-13 02:30:00,0.00399784651
2020-01-13 03:00:00,0.00255952426
2020-01-13 03:30:00,0.00198792759
2020-01-13 04:00:00,0.00112122134
2020-01-13 04:30:00,0.000530834543
2020-01-13 05:00:00,0.000305411057
2020-01-13 05:30:00,0.000233302373
2020-01-13 06:00:00,0.000256010419
2020-01-13 06:30:00,0.000437576993
2020-01-13 07:00:00,0.00105454703
2020-01-13 07:30:00,0.00177019369
2020-01-13 08:00:00,0.00239874376
2020-01-13 08:30:00,0.00216826494
2020-01-13 09:00:00,0.00168145157
2020-01-13 09:30:00,0.00153541227
2020-01-13 10:00:00,0.00245683105
2020-01-13 10:30:00,0.00261597172
2020-01-13 11:00:00,0.00268440298
2020-01-13 11:30:00,0.00358539121
2020-01-13 12:00:00,0.00257427944
2020-01-13 12:30:00,0.00261232373
2020-01-13 13:00:00,0.00255427603
2020-01-13 13:30:00,0.00284847105
2020-01-13 14:00:00,0.00385553041
2020-01-13 14:30:00,0.00395469461
2020-01-13 15:00:00,0.00382656837
2020-01-13 15:30:00,0.00307888864
2020-01-13 16:00:00,0.00240266719
2020-01-13 16:30:00,0.00317285908
2020-01-13 17:00:00,0.00369158923
2020-01-13 17:30:00,0.00378292101
2020-01-13 18:00:00,0.00468188757
2020-01-13 18:30:00,0.00555659831
2020-01-13 19:00:00,0.00432334142
2020-01-13 19:30:00,0.00334400823
2020-01-13 20:00:00,0.00235176249
2020-01-13 20:30:00,0.00201010029
2020-01-13 21:00:00,0.00157514377
2020-01-13 21:30:00,0.00181482604
2020-01-13 22:00:00,0.00214613765
2020-01-13 22:30:00,0.00427867332
2020-01-13 23:00:00,0.00503844488
2020-01-13 23:30:00,0.0049596997
2020-01-14 00:00:00,0.00566896237
2020-01-14 00:30:00,0.00422337232
2020-01-14 01:00:00,0.0043671499
2020-01-14 01:30:00,0.00366478949
2020-01-14 02:00:00,0.00381194334
2020-01-14 02:30:00,0.00493720546
2020-01-14 03:00:00,0.00589995878
2020-01-14 03:30:00,0.00574652897
2020-01-14 04:00:00,0.00484654494
2020-01-14 04:30:00,0.00258998643
2020-01-14 05:00:00,0.00274733687
2020-01-14 05:30:00,0.00281448103
2020-01-14 06:00:00,0.00322474912
2020-01-14 06:30:00,0.00278392644
2020-01-14 07:00:00,0.00322592026
2020-01-14 07:30:00,0.00337353442
2020-01-14 08:00:00,0.00422136346
2020-01-14 08:30:00,0.00439487351
2020-01-14 09:00:00,0.00430754898
2020-01-14 09:30:00,0.00422639679
2020-01-14 10:00:00,0.00638356665
2020-01-14 10:30:00,0.00610635616
2020-01-14 11:00:00,0.00697141606
2020-01-14 11:30:00,0.00386161543
2020-01-14 12:00:00,0.00416374346
2020-01-14 12:30:00,0.00365777384
2020-01-14 13:00:00,0.0017609339
2020-01-14 13:30:00,0.00240291236
2020-01-14 14:00:00,0.00247572898
2020-01-14 14:30:00,0.00322112534
2020-01-14 15:00:00,0.00325868791
2020-01-14 15:30:00,0.00393233681
2020-01-14 16:00:00,0.00278947572
2020-01-14 16:30:00,0.00296717323
2020-01-14 17:00:00,0.00328135001
2020-01-14 17:30:00,0.00377549743
2020-01-14 18:00:00,0.00414290419
2020-01-14 18:30:00,0.00470476691
2020-01-14 19:00:00,0.00496618683
2020-01-14 19:30:00,0.00469566416
2020-01-14 20:00:00,0.00393310236
2020-01-14 20:30:00,0.00301164528
2020-01-14 21:00:00,0.00308104418
2020-01-14 21:30:00,0.00293062441
2020-01-14 22:00:00,0.00317220436
2020-01-14 22:30:00,0.00364200864
2020-01-14 23:00:00,0.00343539612
2020-01-14 23:30:00,0.00400497578
2020-01-15 00:00:00,0.00203767954
2020-01-15 00:30:00,0.00222333334
2020-01-15 01:00:00,0.00237307814
2020-01-15 01:30:00,0.00270974566
2020-01-15 02:00:00,0.00321626617
2020-01-15 02:30:00,0.00467763934
2020-01-15 03:00:00,0.00590828992
2020-01-15 03:30:00,0.00630463986
2020-01-15 04:00:00,0.00361098512
2020-01-15 04:30:00,0.00392066175
2020-01-15 05:00:00,0.003068069
2020-01-15 05:30:00,0.00284365169
2020-01-15 06:00:00,0.00337780244
