event_id,event_date,latitude,longitude,admin_division_name,rainfall24h,gpm_lat,gpm_lon,target,sample_type,elevation,slope,srtm_tile,soilMoisture
NEG_20100706_0070,2010-07-06,21.950000000000006,89.05000305175781,NER_BACKGROUND,1.8599998950958248,21.950000000000006,89.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,2.0,1.3621030375752272,N21E089,40.64599990844727
NEG_20150819_0301,2015-08-19,22.65000000000001,90.05000305175781,NER_BACKGROUND,16.104999542236328,22.65000000000001,90.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4.0,2.9524724366472617,N22E090,35.16600036621094
8996,2016-07-14,26.1768,91.7702,Assam,10.789999961853027,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,83.0,30.11204693140904,N26E091,34.20600128173828
2043,2010-07-06,26.7225,95.0281,Nāgāland,1.4900000095367432,26.750000000000004,95.0500030517578,1,RECORDED_LANDSLIDE,699.0,8.28618530638979,N26E095,38.16299819946289
NEG_20090820_0040,2009-08-20,27.450000000000006,96.5500030517578,NER_BACKGROUND,16.229999542236328,27.450000000000006,96.5500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,982.0,15.213437124189388,N27E096,39.9370002746582
NEG_20110531_0129,2011-05-31,27.85000000000001,96.5500030517578,NER_BACKGROUND,16.494998931884766,27.85000000000001,96.5500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,2147.0,43.07356251240445,N27E096,32.7599983215332
6285,2014-09-22,26.159,91.8178,Assam,161.239990234375,26.15000000000001,91.8499984741211,1,RECORDED_LANDSLIDE,63.0,6.774041654801501,N26E091,40.165000915527344
NEG_20150826_0307,2015-08-26,29.85000000000001,89.6500015258789,NER_BACKGROUND,0.9699999690055848,29.85000000000001,89.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,5432.0,2.974865398600087,N29E089,27.573999404907227
2166,2010-07-29,24.9786,93.5027,Assam,19.49999618530273,24.950000000000006,93.5500030517578,1,RECORDED_LANDSLIDE,1315.0,18.801212904229484,N24E093,43.446998596191406
NEG_20100731_0081,2010-07-31,28.65000000000001,93.6500015258789,NER_BACKGROUND,1.869999885559082,28.65000000000001,93.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3863.0,28.101772837293225,N28E093,32.92300033569336
9168,2016-06-12,27.6438,93.871,Arunachal Pradesh,99.6999969482422,27.65000000000001,93.8499984741211,1,RECORDED_LANDSLIDE,1716.0,22.83439297298996,N27E093,29.00300025939941
NEG_20120625_0172,2012-06-25,27.85000000000001,97.1500015258789,NER_BACKGROUND,38.71500015258789,27.85000000000001,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,2339.0,39.888047393075695,N27E097,37.09299850463867
NEG_20140923_0248,2014-09-23,24.450000000000006,96.75,NER_BACKGROUND,12.729999542236328,24.450000000000006,96.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,164.0,4.463660961399102,N24E096,38.43299865722656
NEG_20130512_0187,2013-05-12,26.950000000000006,97.1500015258789,NER_BACKGROUND,4.569999694824219,26.950000000000006,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1289.0,38.54021763418603,N26E097,28.02899932861328
NEG_20130717_0198,2013-07-17,22.65000000000001,93.4499969482422,NER_BACKGROUND,0.9749999642372132,22.65000000000001,93.4499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1763.0,20.910834216618408,N22E093,37.63899993896485
NEG_20130608_0191,2013-06-08,21.35000000000001,97.3499984741211,NER_BACKGROUND,2.679999828338623,21.35000000000001,97.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,817.0,8.786436314080763,N21E097,30.952999114990234
NEG_20140628_0234,2014-06-28,27.35000000000001,92.3499984741211,NER_BACKGROUND,2.9049997329711914,27.35000000000001,92.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1834.0,31.18064168997421,N27E092,29.87800025939941
NEG_20120603_0163,2012-06-03,27.85000000000001,91.25,NER_BACKGROUND,8.834999084472656,27.85000000000001,91.25,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4759.0,20.027591722189825,N27E091,37.172000885009766
4377,2012-06-02,26.1475,91.7356,Assam,2.289999961853028,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,54.0,0.0,N26E091,32.79499816894531
1986,2010-06-15,26.3335,94.5512,Nāgāland,30.499998092651367,26.35000000000001,94.5500030517578,1,RECORDED_LANDSLIDE,1378.0,7.704690069377325,N26E094,36.29800033569336
6107,2014-06-26,26.1844,91.7896,Assam,42.61000061035156,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,63.0,4.818259994255743,N26E091,33.180999755859375
NEG_20070911_0019,2007-09-11,29.85000000000001,89.1500015258789,NER_BACKGROUND,2.5299999713897705,29.85000000000001,89.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4768.0,29.099605604576176,N29E089,29.64900016784668
6969,2015-06-16,25.5114,90.215,Meghalaya,30.834999084472656,25.55,90.25,1,RECORDED_LANDSLIDE,307.0,8.213794389737659,N25E090,32.54600143432617
NEG_20130804_0208,2013-08-04,30.35000000000001,97.75,NER_BACKGROUND,0.0,30.35000000000001,97.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3867.0,41.67283207837748,N30E097,26.96299934387207
714,2008-08-14,27.163,94.0,Assam,21.26500129699707,27.15000000000001,93.9499969482422,1,RECORDED_LANDSLIDE,94.0,2.0816688582685057,N27E094,35.198001861572266
NEG_20160719_0339,2016-07-19,30.15000000000001,96.4499969482422,NER_BACKGROUND,1.7649998664855957,30.15000000000001,96.4499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4012.0,33.88049754659425,N30E096,35.86800003051758
5273,2013-08-04,26.1807,94.5497,Nāgāland,45.6400032043457,26.15000000000001,94.5500030517578,1,RECORDED_LANDSLIDE,1657.0,31.57941543136354,N26E094,39.055999755859375
NEG_20130804_0201,2013-08-04,26.65000000000001,93.0500030517578,NER_BACKGROUND,0.0,26.65000000000001,93.0500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,59.0,0.0,N26E093,31.599000930786133
3837,2011-07-24,26.5836,93.0038,Assam,7.304999828338623,26.55,93.0500030517578,1,RECORDED_LANDSLIDE,72.0,1.852254273911334,N26E093,32.02000045776367
1776,2010-04-21,25.3612,92.2845,Meghālaya,47.614994049072266,25.35000000000001,92.25,1,RECORDED_LANDSLIDE,1227.0,3.586080799213583,N25E092,34.33100128173828
NEG_20130712_0195,2013-07-12,27.250000000000004,97.1500015258789,NER_BACKGROUND,8.409998893737793,27.250000000000004,97.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1311.0,40.05203725651913,N27E097,32.31399917602539
2140,2010-07-25,25.0477,92.801,Assam,15.38499927520752,25.05,92.8499984741211,1,RECORDED_LANDSLIDE,179.0,26.744232985272472,N25E092,40.71099853515625
130,2007-07-19,26.1699,91.7986,Assam,23.09999656677246,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,147.0,1.386771132207247,N26E091,36.79100036621094
NEG_20070719_0003,2007-07-19,27.250000000000004,91.5500030517578,NER_BACKGROUND,30.6050033569336,27.250000000000004,91.5500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,2656.0,26.634578703217706,N27E091,31.833999633789062
NEG_20140626_0232,2014-06-26,22.35000000000001,89.8499984741211,NER_BACKGROUND,8.795000076293945,22.35000000000001,89.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,6.0,3.002346974857879,N22E089,42.35100173950195
8222,2016-06-22,26.1961,91.7825,Assam,8.734999656677246,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,124.0,12.523591942861296,N26E091,35.83100128173828
3881,2011-08-05,27.1034,93.6885,Arunāchal Pradesh,51.76000213623047,27.15000000000001,93.6500015258789,1,RECORDED_LANDSLIDE,146.0,2.2771438387407703,N27E093,44.468997955322266
7589,2015-08-19,25.2568,92.3825,Meghalaya,219.6800079345703,25.250000000000004,92.3499984741211,1,RECORDED_LANDSLIDE,802.0,8.522642338386635,N25E092,36.37200164794922
NEG_20150801_0278,2015-08-01,24.55,95.4499969482422,NER_BACKGROUND,4.864999771118164,24.55,95.4499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,572.0,18.19694661903899,N24E095,33.83300018310547
3738,2011-07-06,24.8063,93.9482,Manipur,3.904999732971192,24.85000000000001,93.9499969482422,1,RECORDED_LANDSLIDE,784.0,1.3781307546716215,N24E093,36.69499969482422
1934,2010-06-03,24.6005,92.3814,Assam,36.665000915527344,24.65000000000001,92.3499984741211,1,RECORDED_LANDSLIDE,89.0,17.429220646877386,N24E092,42.59299850463867
3983,2011-09-23,26.1548,91.7351,Assam,20.71500015258789,26.15000000000001,91.75,1,RECORDED_LANDSLIDE,57.0,1.852254273911334,N26E091,36.71599960327149
2045,2010-07-06,26.2363,94.8133,Nāgāland,3.989999771118164,26.250000000000004,94.8499984741211,1,RECORDED_LANDSLIDE,1563.0,14.352001947229548,N26E094,38.665000915527344
4552,2012-09-14,27.0377,88.3603,Sikkim,13.885000228881836,27.05,88.3499984741211,1,RECORDED_LANDSLIDE,1484.0,21.17647711915332,N27E088,25.25900077819824
NEG_20130907_0222,2013-09-07,25.950000000000006,90.05000305175781,NER_BACKGROUND,0.4699999690055847,25.950000000000006,90.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,34.0,1.3853320397381608,N25E090,34.391998291015625
7664,2015-08-11,24.7459,93.4251,Manipur,1.2599999904632568,24.750000000000004,93.4499969482422,1,RECORDED_LANDSLIDE,767.0,5.048548813150623,N24E093,38.38100051879883
5312,2013-08-11,26.7103,94.693,Assam,98.27001953125,26.750000000000004,94.6500015258789,1,RECORDED_LANDSLIDE,690.0,12.53647418327811,N26E094,38.29600143432617
NEG_20100607_0062,2010-06-07,24.15000000000001,90.05000305175781,NER_BACKGROUND,12.505001068115234,24.15000000000001,90.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,11.0,1.852254273911334,N24E090,34.97999954223633
9405,2016-04-19,26.7223,95.0243,Nagaland,23.02499771118164,26.750000000000004,95.0500030517578,1,RECORDED_LANDSLIDE,700.0,15.584319140976891,N26E095,37.95199966430664
NEG_20110725_0147,2011-07-25,22.375,90.625,NER_BACKGROUND,1.7099997997283936,22.375,90.625,0,BACKGROUND_NO_RECORDED_LANDSLIDE,7.0,0.0,N22E090,32.90999984741211
5336,2013-08-16,26.3897,94.9439,Nāgāland,46.869998931884766,26.35000000000001,94.9499969482422,1,RECORDED_LANDSLIDE,525.0,5.15715117338214,N26E094,39.448001861572266
7031,2015-05-24,27.6163,88.6586,Sikkim,0.8200000524520874,27.65000000000001,88.6500015258789,1,RECORDED_LANDSLIDE,1845.0,31.364113895216203,N27E088,25.538000106811523
1994,2010-06-16,25.0633,92.8025,Assam,28.32000160217285,25.05,92.8499984741211,1,RECORDED_LANDSLIDE,99.0,20.03237253917104,N25E092,37.84999847412109
1613,2010-04-02,27.8997,93.3497,Arunāchal Pradesh,3.2199997901916504,27.85000000000001,93.3499984741211,1,RECORDED_LANDSLIDE,869.0,6.540767028653907,N27E093,24.51499938964844
5250,2013-08-01,27.8837,93.0515,Arunachal Pradesh,17.52500343322754,27.85000000000001,93.0500030517578,1,RECORDED_LANDSLIDE,1586.0,44.95634585071402,N27E093,33.2869987487793
148,2007-07-30,22.479,92.967,Mizoram,3.5199999809265137,22.450000000000006,92.9499969482422,1,RECORDED_LANDSLIDE,447.0,19.352435158845225,N22E092,39.17599868774414
6015,2014-05-08,27.9032,96.174,Arunachal Pradesh,63.01500701904297,27.950000000000006,96.1500015258789,1,RECORDED_LANDSLIDE,209.0,0.926369172997235,N27E096,27.79700088500977
7706,2015-08-19,25.0728,92.3636,Meghalaya,193.300048828125,25.05,92.3499984741211,1,RECORDED_LANDSLIDE,133.0,10.024134913751013,N25E092,44.040000915527344
NEG_20110923_0156,2011-09-23,25.35000000000001,90.3499984741211,NER_BACKGROUND,26.63999557495117,25.35000000000001,90.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,103.0,7.649791941855328,N25E090,36.26900100708008
NEG_20080807_0031,2008-08-07,29.15000000000001,94.0500030517578,NER_BACKGROUND,0.574999988079071,29.15000000000001,94.0500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4258.0,24.90904213409894,N29E094,29.19499969482422
NEG_20150722_0267,2015-07-22,30.450000000000006,90.5500030517578,NER_BACKGROUND,0.0,30.450000000000006,90.5500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,5300.0,32.60875662857744,N30E090,22.63999938964844
1108,2009-08-20,24.9925,93.5,Assam,2.5400002002716064,24.950000000000006,93.4499969482422,1,RECORDED_LANDSLIDE,1223.0,11.982789615605451,N24E093,36.32799911499024
6222,2014-10-01,27.1249,93.7706,Arunachal Pradesh,0.0,27.15000000000001,93.75,1,RECORDED_LANDSLIDE,158.0,30.203926293037487,N27E093,29.48900032043457
1857,2010-05-11,25.3433,92.2897,Meghālaya,27.58500289916992,25.35000000000001,92.25,1,RECORDED_LANDSLIDE,1205.0,1.0249975202040136,N25E092,33.93299865722656
7933,2015-09-01,26.1868,91.6739,Assam,19.59000015258789,26.15000000000001,91.6500015258789,1,RECORDED_LANDSLIDE,51.0,2.962264172036869,N26E091,36.83200073242188
322,2007-10-21,24.75,93.4333,Assam,0.0350000001490116,24.750000000000004,93.4499969482422,1,RECORDED_LANDSLIDE,470.0,22.45952250962254,N24E093,36.867000579833984
5006,2013-07-01,26.1147,94.3864,Nāgāland,2.775000095367432,26.15000000000001,94.3499984741211,1,RECORDED_LANDSLIDE,355.0,5.226876247386835,N26E094,38.698001861572266
4407,2012-06-13,25.0951,92.3567,Assam,27.439998626708984,25.05,92.3499984741211,1,RECORDED_LANDSLIDE,236.0,23.072954772058488,N25E092,39.93299865722656
NEG_20130701_0193,2013-07-01,22.750000000000004,94.9499969482422,NER_BACKGROUND,0.1400000005960464,22.750000000000004,94.9499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,181.0,0.0,N22E094,34.08300018310547
1756,2010-04-17,27.322,88.6087,Sikkim,9.739999771118164,27.35000000000001,88.6500015258789,1,RECORDED_LANDSLIDE,1510.0,32.9637078729091,N27E088,25.06100082397461
NEG_20110621_0131,2011-06-21,27.85000000000001,90.5500030517578,NER_BACKGROUND,1.7699999809265137,27.85000000000001,90.5500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4780.0,16.871876584457883,N27E090,25.319000244140625
6971,2015-06-09,27.0987,93.816,Arunachal Pradesh,19.89999961853028,27.05,93.8499984741211,1,RECORDED_LANDSLIDE,213.0,14.236549622926058,N27E093,33.21900177001953
6292,2014-09-23,25.7238,89.9032,Assam,10.984999656677246,25.750000000000004,89.94999694824219,1,RECORDED_LANDSLIDE,34.0,14.316083944889312,N25E089,37.21699905395508
NEG_20150801_0285,2015-08-01,24.65000000000001,91.5500030517578,NER_BACKGROUND,27.5049991607666,24.65000000000001,91.5500030517578,0,BACKGROUND_NO_RECORDED_LANDSLIDE,13.0,5.533338149055991,N24E091,31.75200080871582
NEG_20120620_0169,2012-06-20,25.35000000000001,88.75,NER_BACKGROUND,1.1050000190734863,25.35000000000001,88.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,28.0,3.83922887551942,N25E088,30.78300094604492
8995,2016-07-14,26.1963,91.8074,Assam,5.364999771118164,26.15000000000001,91.8499984741211,1,RECORDED_LANDSLIDE,173.0,12.858314085836204,N26E091,34.20600128173828
NEG_20161015_0350,2016-10-15,22.625,91.125,NER_BACKGROUND,0.0,22.625,91.125,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4.0,0.0,N22E091,33.55099868774414
1954,2010-06-07,24.7543,93.5039,Manipur,54.02999496459961,24.750000000000004,93.5500030517578,1,RECORDED_LANDSLIDE,407.0,16.099431076325118,N24E093,44.99599838256836
NEG_20110707_0137,2011-07-07,27.65000000000001,90.9499969482422,NER_BACKGROUND,2.490000009536743,27.65000000000001,90.9499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4008.0,9.747140339863824,N27E090,27.49099922180176
594,2008-06-19,24.9336,93.8275,Manipur,3.3499999046325684,24.950000000000006,93.8499984741211,1,RECORDED_LANDSLIDE,1033.0,16.02045964527659,N24E093,36.95600128173828
5421,2013-08-30,26.4205,94.9731,Nāgāland,0.3700000047683716,26.450000000000006,94.9499969482422,1,RECORDED_LANDSLIDE,692.0,25.176293155000685,N26E094,37.37900161743164
NEG_20070918_0021,2007-09-18,24.85000000000001,88.6500015258789,NER_BACKGROUND,14.6899995803833,24.85000000000001,88.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,16.0,2.114610399654752,N24E088,35.88600158691406
8930,2016-07-11,26.1699,94.4922,Nagaland,22.94499969482422,26.15000000000001,94.4499969482422,1,RECORDED_LANDSLIDE,1161.0,42.54038516410769,N26E094,39.78900146484375
NEG_20110805_0149,2011-08-05,22.15000000000001,89.55000305175781,NER_BACKGROUND,20.780000686645508,22.15000000000001,89.55000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,9.0,2.7771727466475022,N22E089,41.15499877929688
NEG_20150801_0279,2015-08-01,30.05,89.25,NER_BACKGROUND,1.5099997520446775,30.05,89.25,0,BACKGROUND_NO_RECORDED_LANDSLIDE,5513.0,31.04925184362069,N30E089,18.42200088500977
NEG_20130627_0192,2013-06-27,22.65000000000001,97.6500015258789,NER_BACKGROUND,1.0449999570846558,22.65000000000001,97.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,666.0,13.678079330344058,N22E097,32.529998779296875
4570,2012-09-19,27.8458,95.2253,Arunāchal Pradesh,8.819999694824219,27.85000000000001,95.25,1,RECORDED_LANDSLIDE,133.0,0.926369172997235,N27E095,36.77899932861328
NEG_20120603_0161,2012-06-03,23.450000000000006,93.8499984741211,NER_BACKGROUND,4.470000267028809,23.450000000000006,93.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,698.0,32.88654783016612,N23E093,37.76900100708008
5337,2013-08-16,26.4205,94.9731,Nāgāland,64.27999877929688,26.450000000000006,94.9499969482422,1,RECORDED_LANDSLIDE,692.0,25.176293155000685,N26E094,39.448001861572266
7385,2015-08-01,24.004,93.9815,Manipur,7.609999656677246,24.05,93.9499969482422,1,RECORDED_LANDSLIDE,1464.0,34.51751463643877,N24E093,41.999000549316406
4848,2013-05-08,24.0896,91.4663,Tripura,62.99500274658203,24.05,91.4499969482422,1,RECORDED_LANDSLIDE,110.0,7.483527022769612,N24E091,33.095001220703125
NEG_20150826_0308,2015-08-26,27.65000000000001,90.3499984741211,NER_BACKGROUND,6.274999618530273,27.65000000000001,90.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4089.0,7.587268927409871,N27E090,32.08399963378906
4394,2012-06-07,27.1748,88.6458,Sikkim,5.529999732971191,27.15000000000001,88.6500015258789,1,RECORDED_LANDSLIDE,947.0,16.7960962530793,N27E088,22.79199981689453
NEG_20150707_0265,2015-07-07,22.625,91.625,NER_BACKGROUND,48.15999984741211,22.625,91.625,0,BACKGROUND_NO_RECORDED_LANDSLIDE,7.0,0.0,N22E091,38.233001708984375
9619,2016-10-15,27.1695,88.3664,Sikkim,0.0,27.15000000000001,88.3499984741211,1,RECORDED_LANDSLIDE,1586.0,23.603277744846192,N27E088,26.82900047302246
NEG_20070730_0007,2007-07-30,21.85000000000001,89.1500015258789,NER_BACKGROUND,2.690000057220459,21.85000000000001,89.1500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,8.0,0.926369172997235,N21E089,42.67300033569336
NEG_20160622_0330,2016-06-22,25.750000000000004,89.75,NER_BACKGROUND,17.225000381469727,25.750000000000004,89.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,20.0,0.0,N25E089,37.90800094604492
2568,2010-10-08,24.7679,93.4108,Assam,96.27499389648438,24.750000000000004,93.4499969482422,1,RECORDED_LANDSLIDE,512.0,24.05432434868892,N24E093,43.62300109863281
NEG_20150801_0280,2015-08-01,27.35000000000001,91.8499984741211,NER_BACKGROUND,7.944999217987059,27.35000000000001,91.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3033.0,39.81015571391337,N27E091,28.121999740600582
7699,2015-08-19,26.0214,94.5224,Nagaland,12.255001068115234,26.05,94.5500030517578,1,RECORDED_LANDSLIDE,1628.0,30.342707714734605,N26E094,36.61499786376953
7214,2015-07-15,27.36,93.0385,Arunachal Pradesh,30.259998321533203,27.35000000000001,93.0500030517578,1,RECORDED_LANDSLIDE,406.0,6.4993257467495305,N27E093,35.90900039672852
2283,2010-08-19,24.8961,93.4957,Manipur,13.149999618530272,24.85000000000001,93.4499969482422,1,RECORDED_LANDSLIDE,1064.0,39.91619716692816,N24E093,38.34799957275391
NEG_20130507_0181,2013-05-07,27.85000000000001,92.8499984741211,NER_BACKGROUND,5.789999485015869,27.85000000000001,92.8499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3498.0,34.23758595734742,N27E092,30.06399917602539
NEG_20130901_0217,2013-09-01,26.15000000000001,93.3499984741211,NER_BACKGROUND,1.959999918937683,26.15000000000001,93.3499984741211,0,BACKGROUND_NO_RECORDED_LANDSLIDE,650.0,24.835380051773708,N26E093,33.6609992980957
NEG_20141001_0251,2014-10-01,28.65000000000001,96.75,NER_BACKGROUND,0.0,28.65000000000001,96.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3780.0,25.213303243803573,N28E096,28.28199958801269
NEG_20160725_0343,2016-07-25,29.85000000000001,94.75,NER_BACKGROUND,1.1450001001358032,29.85000000000001,94.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3331.0,21.757364346085712,N29E094,32.446998596191406
5338,2013-08-16,26.8727,94.9275,Assam,61.63499450683594,26.85000000000001,94.9499969482422,1,RECORDED_LANDSLIDE,134.0,2.273255293928232,N26E094,38.0880012512207
3794,2011-07-17,26.99195749,88.42280921,Sikkim,16.205001831054688,26.950000000000006,88.44999694824219,1,RECORDED_LANDSLIDE,272.0,25.893203347040103,N26E088,38.573001861572266
587,2008-06-15,27.2298,94.0989,Assam,3.09000015258789,27.250000000000004,94.0500030517578,1,RECORDED_LANDSLIDE,95.0,2.1247789427521147,N27E094,33.849998474121094
1125,2009-08-26,27.3746,88.7648,Sikkim,5.550000190734863,27.35000000000001,88.75,1,RECORDED_LANDSLIDE,3748.0,6.500107243904632,N27E088,31.24099922180176
2098,2010-07-19,26.7215,95.0283,Nāgāland,23.855005264282227,26.750000000000004,95.0500030517578,1,RECORDED_LANDSLIDE,724.0,13.369645277910749,N26E095,39.28900146484375
4411,2012-06-14,27.339,88.6065,Sikkim,7.049999713897705,27.35000000000001,88.6500015258789,1,RECORDED_LANDSLIDE,1504.0,16.261579422291064,N27E088,22.43000030517578
NEG_20150722_0270,2015-07-22,22.450000000000006,90.05000305175781,NER_BACKGROUND,30.98499870300293,22.450000000000006,90.05000305175781,0,BACKGROUND_NO_RECORDED_LANDSLIDE,7.0,0.0,N22E090,35.9379997253418
NEG_20150619_0263,2015-06-19,29.85000000000001,97.75,NER_BACKGROUND,0.0099999997764825,29.85000000000001,97.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,4551.0,28.84802053534587,N29E097,24.71699905395508
1996,2010-06-17,26.4333,94.8833,Nāgāland,26.880002975463867,26.450000000000006,94.8499984741211,1,RECORDED_LANDSLIDE,556.0,27.021028298552192,N26E094,39.858001708984375
NEG_20130511_0186,2013-05-11,26.950000000000006,97.75,NER_BACKGROUND,0.0850000008940696,26.950000000000006,97.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,514.0,13.055539758628033,N26E097,25.816999435424805
NEG_20160707_0333,2016-07-07,26.750000000000004,88.94999694824219,NER_BACKGROUND,1.704999923706055,26.750000000000004,88.94999694824219,0,BACKGROUND_NO_RECORDED_LANDSLIDE,110.0,1.3906542686811854,N26E088,28.88400077819824
NEG_20070831_0012,2007-08-31,27.85000000000001,90.9499969482422,NER_BACKGROUND,0.0,27.85000000000001,90.9499969482422,0,BACKGROUND_NO_RECORDED_LANDSLIDE,3777.0,27.468803935489728,N27E090,30.143999099731445
NEG_20100720_0075,2010-07-20,29.55,91.6500015258789,NER_BACKGROUND,7.430000305175781,29.55,91.6500015258789,0,BACKGROUND_NO_RECORDED_LANDSLIDE,5157.0,2.3214437905165184,N29E091,30.093000411987305
NEG_20140817_0237,2014-08-17,23.65000000000001,93.75,NER_BACKGROUND,2.049999952316284,23.65000000000001,93.75,0,BACKGROUND_NO_RECORDED_LANDSLIDE,1055.0,31.77610629736992,N23E093,40.08000183105469
2249,2010-08-14,26.0814,94.803,Nāgāland,40.619998931884766,26.05,94.8499984741211,1,RECORDED_LANDSLIDE,949.0,36.44619065843627,N26E094,38.9119987487793
